"date","hour_beginning","VALLEY","BEARKAT","TREADWELL","MCCAMEY","NORTH.TO.HOUSTON","PANHANDLE","label"
"2019-04-05",0,2556,NA,9999,9999,4531,3531,"actual"
"2019-04-05",1,2529,NA,9999,9999,4414,3530,"actual"
"2019-04-05",2,2553,NA,9999,9999,4393,3531,"actual"
"2019-04-05",3,2570,NA,9999,9999,4369,3530,"actual"
"2019-04-05",4,2597,NA,9999,9999,4383,3529,"actual"
"2019-04-05",5,2514,NA,9999,9999,4500,3529,"actual"
"2019-04-05",6,2491,NA,9999,9999,4703,3529,"actual"
"2019-04-05",7,2497,NA,9999,9999,4527,3529,"actual"
"2019-04-05",8,2494,NA,9999,9999,4618,3528,"actual"
"2019-04-05",9,2466,NA,9999,9999,4720,3528,"actual"
"2019-04-05",10,2472,NA,9999,9999,4747,3529,"actual"
"2019-04-05",11,2453,NA,9999,9999,4732,3529,"actual"
"2019-04-05",12,2442,NA,9999,9999,4709,3527,"actual"
"2019-04-05",13,2425,NA,9999,9999,4682,3526,"actual"
"2019-04-05",14,2405,NA,9999,9999,4689,3526,"actual"
"2019-04-05",15,2368,NA,9999,9999,4703,3524,"actual"
"2019-04-05",16,2393,NA,9999,9999,4733,3526,"actual"
"2019-04-05",17,2364,NA,9999,9999,4758,3526,"actual"
"2019-04-05",18,2404,NA,9999,9999,4805,3528,"actual"
"2019-04-05",19,2415,NA,9999,9999,4843,3527,"actual"
"2019-04-05",20,2413,NA,9999,9999,4841,3546,"actual"
"2019-04-05",21,2456,NA,9999,9999,4854,3546,"actual"
"2019-04-05",22,2461,NA,9999,9999,4638,3547,"actual"
"2019-04-05",23,2475,NA,9999,9999,4510,3547,"actual"
"2019-04-06",0,2450,NA,9999,9999,4709,3432,"actual"
"2019-04-06",1,2468,NA,9999,9999,4686,3428,"actual"
"2019-04-06",2,2495,NA,9999,9999,4549,3429,"actual"
"2019-04-06",3,2523,NA,9999,9999,4485,3430,"actual"
"2019-04-06",4,2531,NA,9999,9999,4475,3431,"actual"
"2019-04-06",5,2486,NA,9999,9999,4507,3430,"actual"
"2019-04-06",6,2478,NA,9999,9999,4596,3430,"actual"
"2019-04-06",7,2470,NA,9999,9999,4623,3420,"actual"
"2019-04-06",8,2439,NA,9999,9999,4741,3421,"actual"
"2019-04-06",9,2380,NA,9999,9999,4924,3421,"actual"
"2019-04-06",10,2360,NA,9999,9999,5180,3422,"actual"
"2019-04-06",11,2332,NA,9999,9999,5207,3423,"actual"
"2019-04-06",12,2294,NA,9999,9999,5228,3422,"actual"
"2019-04-06",13,2321,NA,9999,9999,5243,3422,"actual"
"2019-04-06",14,2308,NA,9999,9999,5247,3423,"actual"
"2019-04-06",15,2308,NA,9999,9999,5242,3422,"actual"
"2019-04-06",16,2306,NA,9999,9999,5269,3424,"actual"
"2019-04-06",17,2337,NA,9999,9999,5289,3425,"actual"
"2019-04-06",18,2344,NA,9999,9999,5322,3424,"actual"
"2019-04-06",19,2337,NA,9999,9999,5325,3424,"actual"
"2019-04-06",20,2360,NA,9999,9999,5337,3423,"actual"
"2019-04-06",21,2401,NA,9999,9999,5337,3423,"actual"
"2019-04-06",22,2417,NA,9999,9999,5157,3423,"actual"
"2019-04-06",23,2422,NA,9999,9999,4967,3423,"actual"
"2019-04-07",0,2473,NA,9999,9999,5158,3431,"actual"
"2019-04-07",1,2484,NA,9999,9999,4933,3432,"actual"
"2019-04-07",2,2490,NA,9999,9999,4768,3434,"actual"
"2019-04-07",3,2512,NA,9999,9999,4694,3431,"actual"
"2019-04-07",4,2534,NA,9999,9999,4666,3433,"actual"
"2019-04-07",5,2538,NA,9999,9999,4660,3432,"actual"
"2019-04-07",6,2527,NA,9999,9999,4668,3432,"actual"
"2019-04-07",7,2545,NA,9999,9999,4619,3433,"actual"
"2019-04-07",8,2557,NA,9999,9999,4702,3434,"actual"
"2019-04-07",9,2526,NA,9999,9999,4878,3432,"actual"
"2019-04-07",10,2509,NA,9999,9999,5090,3433,"actual"
"2019-04-07",11,2461,NA,9999,9999,5254,3433,"actual"
"2019-04-07",12,2443,NA,9999,9999,5363,3433,"actual"
"2019-04-07",13,2406,NA,9999,9999,5348,3431,"actual"
"2019-04-07",14,2398,NA,9999,9999,5328,3432,"actual"
"2019-04-07",15,2386,NA,9999,9999,5324,3431,"actual"
"2019-04-07",16,2378,NA,9999,9999,5336,3431,"actual"
"2019-04-07",17,2401,NA,9999,9999,5348,3430,"actual"
"2019-04-07",18,2402,NA,9999,9999,5360,3431,"actual"
"2019-04-07",19,2424,NA,9999,9999,5358,3431,"actual"
"2019-04-07",20,2421,NA,9999,9999,5359,3431,"actual"
"2019-04-07",21,2440,NA,9999,9999,5324,3431,"actual"
"2019-04-07",22,2461,NA,9999,9999,5119,3431,"actual"
"2019-04-07",23,2448,NA,9999,9999,4822,3430,"actual"
"2019-04-08",0,2448,NA,9999,9999,4479,3422,"actual"
"2019-04-08",1,2463,NA,9999,9999,4440,3422,"actual"
"2019-04-08",2,2512,NA,9999,9999,4443,3423,"actual"
"2019-04-08",3,2515,NA,9999,9999,4467,3422,"actual"
"2019-04-08",4,2515,NA,9999,9999,4468,3423,"actual"
"2019-04-08",5,2491,NA,9999,9999,4573,3423,"actual"
"2019-04-08",6,2452,NA,9999,9999,4779,3424,"actual"
"2019-04-08",7,2452,NA,9999,9999,4948,3423,"actual"
"2019-04-08",8,2450,NA,9999,9999,5027,3423,"actual"
"2019-04-08",9,2425,NA,9999,9999,5108,3412,"actual"
"2019-04-08",10,2434,NA,9999,9999,5084,3410,"actual"
"2019-04-08",11,2425,NA,9999,9999,5071,3410,"actual"
"2019-04-08",12,2389,NA,9999,9999,5058,3409,"actual"
"2019-04-08",13,2370,NA,9999,9999,5062,3412,"actual"
"2019-04-08",14,2346,NA,9999,9999,5073,3411,"actual"
"2019-04-08",15,2349,NA,9999,9999,5083,3414,"actual"
"2019-04-08",16,2341,NA,9999,9999,5102,3413,"actual"
"2019-04-08",17,2336,NA,9999,9999,5136,3413,"actual"
"2019-04-08",18,2353,NA,9999,9999,5177,3411,"actual"
"2019-04-08",19,2349,NA,9999,9999,5177,3407,"actual"
"2019-04-08",20,2335,NA,9999,9999,5170,3407,"actual"
"2019-04-08",21,2352,NA,9999,9999,5217,3407,"actual"
"2019-04-08",22,2371,NA,9999,9999,5305,3408,"actual"
"2019-04-08",23,2377,NA,9999,9999,5094,3412,"actual"
"2019-04-09",0,2390,NA,9999,9999,4632,3411,"actual"
"2019-04-09",1,2409,NA,9999,9999,4526,3410,"actual"
"2019-04-09",2,2448,NA,9999,9999,4502,3404,"actual"
"2019-04-09",3,2443,NA,9999,9999,4484,3400,"actual"
"2019-04-09",4,2431,NA,9999,9999,4483,3405,"actual"
"2019-04-09",5,2427,NA,9999,9999,4529,3408,"actual"
"2019-04-09",6,2428,NA,9999,9999,4762,3402,"actual"
"2019-04-09",7,2414,NA,9999,9999,4844,3392,"actual"
"2019-04-09",8,2396,NA,9999,9999,4952,3406,"actual"
"2019-04-09",9,2413,NA,9999,9999,5159,3409,"actual"
"2019-04-09",10,2491,NA,9999,9999,5129,3406,"actual"
"2019-04-09",11,2486,NA,9999,9999,5111,3405,"actual"
"2019-04-09",12,2456,NA,9999,9999,5091,3404,"actual"
"2019-04-09",13,2424,NA,9999,9999,5075,3406,"actual"
"2019-04-09",14,2411,NA,9999,9999,5065,3412,"actual"
"2019-04-09",15,2405,NA,9999,9999,5061,3410,"actual"
"2019-04-09",16,2432,NA,9999,9999,5055,3409,"actual"
"2019-04-09",17,2439,NA,9999,9999,5065,3409,"actual"
"2019-04-09",18,2446,NA,9999,9999,5116,3406,"actual"
"2019-04-09",19,2451,NA,9999,9999,5108,3404,"actual"
"2019-04-09",20,2441,NA,9999,9999,5091,3403,"actual"
"2019-04-09",21,2442,NA,9999,9999,5139,3404,"actual"
"2019-04-09",22,2471,NA,9999,9999,5185,3397,"actual"
"2019-04-09",23,2503,NA,9999,9999,4853,3391,"actual"
"2019-04-10",0,2524,NA,9999,9999,4578,3382,"actual"
"2019-04-10",1,2541,NA,9999,9999,4482,3388,"actual"
"2019-04-10",2,2547,NA,9999,9999,4398,3394,"actual"
"2019-04-10",3,2533,NA,9999,9999,4382,3393,"actual"
"2019-04-10",4,2540,NA,9999,9999,4392,3403,"actual"
"2019-04-10",5,2508,NA,9999,9999,4499,3410,"actual"
"2019-04-10",6,2472,NA,9999,9999,4867,3400,"actual"
"2019-04-10",7,2486,NA,9999,9999,4865,3394,"actual"
"2019-04-10",8,2522,NA,9999,9999,4964,3406,"actual"
"2019-04-10",9,2517,NA,9999,9999,5074,3407,"actual"
"2019-04-10",10,2535,NA,9999,9999,5176,3391,"actual"
"2019-04-10",11,2528,NA,9999,9999,5175,3399,"actual"
"2019-04-10",12,2539,NA,9999,9999,5150,3408,"actual"
"2019-04-10",13,2521,NA,9999,9999,5122,3409,"actual"
"2019-04-10",14,2544,NA,9999,9999,5107,3408,"actual"
"2019-04-10",15,2568,NA,9999,9999,5118,3407,"actual"
"2019-04-10",16,2567,NA,9999,9999,5100,3412,"actual"
"2019-04-10",17,2554,NA,9999,9999,5110,3413,"actual"
"2019-04-10",18,2540,NA,9999,9999,5127,3413,"actual"
"2019-04-10",19,2484,NA,9999,9999,5164,3414,"actual"
"2019-04-10",20,2481,NA,9999,9999,5213,3414,"actual"
"2019-04-10",21,2495,NA,9999,9999,5257,3413,"actual"
"2019-04-10",22,2516,NA,9999,9999,5292,3413,"actual"
"2019-04-10",23,2546,NA,9999,9999,5039,3414,"actual"
"2019-04-11",0,2577,NA,9999,9999,5134,3433,"actual"
"2019-04-11",1,2621,NA,9999,9999,4821,3432,"actual"
"2019-04-11",2,2612,NA,9999,9999,4703,3432,"actual"
"2019-04-11",3,2608,NA,9999,9999,4700,3433,"actual"
"2019-04-11",4,2616,NA,9999,9999,4705,3433,"actual"
"2019-04-11",5,2574,NA,9999,9999,4877,3433,"actual"
"2019-04-11",6,2539,NA,9999,9999,5254,3434,"actual"
"2019-04-11",7,2558,NA,9999,9999,5213,3434,"actual"
"2019-04-11",8,2572,NA,9999,9999,5170,3433,"actual"
"2019-04-11",9,2555,NA,9999,9999,5147,3434,"actual"
"2019-04-11",10,2563,NA,9999,9999,5150,3432,"actual"
"2019-04-11",11,2582,NA,9999,9999,5173,3392,"actual"
"2019-04-11",12,2581,NA,9999,9999,5185,3423,"actual"
"2019-04-11",13,2592,NA,9999,9999,5186,3420,"actual"
"2019-04-11",14,2534,NA,9999,9999,5218,3426,"actual"
"2019-04-11",15,2545,NA,9999,9999,5256,3428,"actual"
"2019-04-11",16,2542,NA,9999,9999,5279,3433,"actual"
"2019-04-11",17,2571,NA,9999,9999,5309,3433,"actual"
"2019-04-11",18,2561,NA,9999,9999,5298,3435,"actual"
"2019-04-11",19,2551,NA,9999,9999,5274,3432,"actual"
"2019-04-11",20,2551,NA,9999,9999,5303,3434,"actual"
"2019-04-11",21,2586,NA,9999,9999,5309,3434,"actual"
"2019-04-11",22,2584,NA,9999,9999,5358,3435,"actual"
"2019-04-11",23,2623,NA,9999,9999,5119,3435,"actual"
"2019-04-12",0,2743,NA,9999,9999,4922,3436,"actual"
"2019-04-12",1,2744,NA,9999,9999,4717,3435,"actual"
"2019-04-12",2,2762,NA,9999,9999,4646,3436,"actual"
"2019-04-12",3,2773,NA,9999,9999,4610,3435,"actual"
"2019-04-12",4,2802,NA,9999,9999,4612,3433,"actual"
"2019-04-12",5,2734,NA,9999,9999,4650,3434,"actual"
"2019-04-12",6,2689,NA,9999,9999,4920,3434,"actual"
"2019-04-12",7,2713,NA,9999,9999,5038,3434,"actual"
"2019-04-12",8,2689,NA,9999,9999,5039,3424,"actual"
"2019-04-12",9,2657,NA,9999,9999,5030,3424,"actual"
"2019-04-12",10,2653,NA,9999,9999,5036,3425,"actual"
"2019-04-12",11,2653,NA,9999,9999,5062,3425,"actual"
"2019-04-12",12,2626,NA,9999,9999,5078,3423,"actual"
"2019-04-12",13,2606,NA,9999,9999,5086,3422,"actual"
"2019-04-12",14,2618,NA,9999,9999,5116,3422,"actual"
"2019-04-12",15,2578,NA,9999,9999,5198,3421,"actual"
"2019-04-12",16,2596,NA,9999,9999,5226,3423,"actual"
"2019-04-12",17,2586,NA,9999,9999,5241,3423,"actual"
"2019-04-12",18,2563,NA,9999,9999,5287,3425,"actual"
"2019-04-12",19,2547,NA,9999,9999,5285,3434,"actual"
"2019-04-12",20,2563,NA,9999,9999,5295,3433,"actual"
"2019-04-12",21,2603,NA,9999,9999,5337,3443,"actual"
"2019-04-12",22,2611,NA,9999,9999,5321,3444,"actual"
"2019-04-12",23,2586,NA,9999,9999,5360,3444,"actual"
"2019-04-13",0,2632,NA,9999,9999,5292,3444,"actual"
"2019-04-13",1,2656,NA,9999,9999,5139,3430,"actual"
"2019-04-13",2,2704,NA,9999,9999,5037,3431,"actual"
"2019-04-13",3,2739,NA,9999,9999,5036,3432,"actual"
"2019-04-13",4,2748,NA,9999,9999,4993,3432,"actual"
"2019-04-13",5,2699,NA,9999,9999,5020,3432,"actual"
"2019-04-13",6,2688,NA,9999,9999,5102,3431,"actual"
"2019-04-13",7,2666,NA,9999,9999,5071,3431,"actual"
"2019-04-13",8,2601,NA,9999,9999,5177,3432,"actual"
"2019-04-13",9,2551,NA,9999,9999,5236,3432,"actual"
"2019-04-13",10,2521,NA,9999,9999,5212,3434,"actual"
"2019-04-13",11,2496,NA,9999,9999,5231,3435,"actual"
"2019-04-13",12,2460,NA,9999,9999,5252,3433,"actual"
"2019-04-13",13,2435,NA,9999,9999,5257,3434,"actual"
"2019-04-13",14,2416,NA,9999,9999,5276,3435,"actual"
"2019-04-13",15,2432,NA,9999,9999,5289,3434,"actual"
"2019-04-13",16,2442,NA,9999,9999,5305,3436,"actual"
"2019-04-13",17,2442,NA,9999,9999,5328,3436,"actual"
"2019-04-13",18,2479,NA,9999,9999,5332,3435,"actual"
"2019-04-13",19,2478,NA,9999,9999,5315,3435,"actual"
"2019-04-13",20,2518,NA,9999,9999,5334,3434,"actual"
"2019-04-13",21,2548,NA,9999,9999,5348,3434,"actual"
"2019-04-13",22,2601,NA,9999,9999,5234,3434,"actual"
"2019-04-13",23,2616,NA,9999,9999,4938,3434,"actual"
"2019-04-14",0,2611,NA,9999,9999,4567,3422,"actual"
"2019-04-14",1,2647,NA,9999,9999,4188,3413,"actual"
"2019-04-14",2,2646,NA,9999,9999,4042,3415,"actual"
"2019-04-14",3,2689,NA,9999,9999,4103,3413,"actual"
"2019-04-14",4,2716,NA,9999,9999,4031,3413,"actual"
"2019-04-14",5,2695,NA,9999,9999,3928,3413,"actual"
"2019-04-14",6,2702,NA,9999,9999,3897,3412,"actual"
"2019-04-14",7,2723,NA,9999,9999,3927,3413,"actual"
"2019-04-14",8,2731,NA,9999,9999,4036,3415,"actual"
"2019-04-14",9,2678,NA,9999,9999,4233,3413,"actual"
"2019-04-14",10,2626,NA,9999,9999,4445,3414,"actual"
"2019-04-14",11,2571,NA,9999,9999,4519,3414,"actual"
"2019-04-14",12,2550,NA,9999,9999,4848,3415,"actual"
"2019-04-14",13,2517,NA,9999,9999,4835,3413,"actual"
"2019-04-14",14,2477,NA,9999,9999,4897,3413,"actual"
"2019-04-14",15,2490,NA,9999,9999,5003,3413,"actual"
"2019-04-14",16,2489,NA,9999,9999,5192,3413,"actual"
"2019-04-14",17,2500,NA,9999,9999,5165,3412,"actual"
"2019-04-14",18,2516,NA,9999,9999,5220,3413,"actual"
"2019-04-14",19,2553,NA,9999,9999,5215,3413,"actual"
"2019-04-14",20,2573,NA,9999,9999,5223,3422,"actual"
"2019-04-14",21,2588,NA,9999,9999,5192,3423,"actual"
"2019-04-14",22,2573,NA,9999,9999,5039,3422,"actual"
"2019-04-14",23,2582,NA,9999,9999,4790,3422,"actual"
"2019-04-15",0,2609,NA,9999,9999,4693,3422,"actual"
"2019-04-15",1,2666,NA,9999,9999,4577,3403,"actual"
"2019-04-15",2,2708,NA,9999,9999,4499,3403,"actual"
"2019-04-15",3,2708,NA,9999,9999,4484,3403,"actual"
"2019-04-15",4,2717,NA,9999,9999,4543,3404,"actual"
"2019-04-15",5,2672,NA,9999,9999,4618,3404,"actual"
"2019-04-15",6,2586,NA,9999,9999,4816,3395,"actual"
"2019-04-15",7,2563,NA,9999,9999,5101,3395,"actual"
"2019-04-15",8,2532,NA,9999,9999,5076,3394,"actual"
"2019-04-15",9,2498,NA,9999,9999,5074,3393,"actual"
"2019-04-15",10,2507,NA,9999,9999,5056,3392,"actual"
"2019-04-15",11,2489,NA,9999,9999,5038,3391,"actual"
"2019-04-15",12,2487,NA,9999,9999,5041,3391,"actual"
"2019-04-15",13,2442,NA,9999,9999,5060,3393,"actual"
"2019-04-15",14,2445,NA,9999,9999,5052,3392,"actual"
"2019-04-15",15,2409,NA,9999,9999,5078,3395,"actual"
"2019-04-15",16,2411,NA,9999,9999,5086,3395,"actual"
"2019-04-15",17,2413,NA,9999,9999,5094,3394,"actual"
"2019-04-15",18,2510,NA,9999,9999,5102,3392,"actual"
"2019-04-15",19,2481,NA,9999,9999,5114,3389,"actual"
"2019-04-15",20,2468,NA,9999,9999,5074,3389,"actual"
"2019-04-15",21,2483,NA,9999,9999,5118,3388,"actual"
"2019-04-15",22,2495,NA,9999,9999,5179,3389,"actual"
"2019-04-15",23,2495,NA,9999,9999,5149,3394,"actual"
"2019-04-16",0,2540,NA,9999,2028,4990,3392,"actual"
"2019-04-16",1,2577,NA,9999,2028,4899,3391,"actual"
"2019-04-16",2,2607,NA,9999,2028,4839,3385,"actual"
"2019-04-16",3,2613,NA,9999,2028,4816,3381,"actual"
"2019-04-16",4,2618,NA,9999,2028,4864,3386,"actual"
"2019-04-16",5,2584,NA,9999,2028,5025,3389,"actual"
"2019-04-16",6,2553,NA,9999,2028,5166,3384,"actual"
"2019-04-16",7,2335,NA,9999,2028,5112,3374,"actual"
"2019-04-16",8,2304,NA,9999,2028,5087,3387,"actual"
"2019-04-16",9,2288,NA,9999,2028,5039,3390,"actual"
"2019-04-16",10,2290,NA,9999,2028,5016,3388,"actual"
"2019-04-16",11,2263,NA,9999,2028,5016,3387,"actual"
"2019-04-16",12,2264,NA,9999,2028,5015,3386,"actual"
"2019-04-16",13,2237,NA,9999,2028,5027,3388,"actual"
"2019-04-16",14,2222,NA,9999,2028,5051,3394,"actual"
"2019-04-16",15,2240,NA,9999,2028,5071,3393,"actual"
"2019-04-16",16,2263,NA,9999,2028,5057,3391,"actual"
"2019-04-16",17,2295,NA,9999,2028,5083,3391,"actual"
"2019-04-16",18,2468,NA,9999,2028,5135,3389,"actual"
"2019-04-16",19,2481,NA,9999,2028,5125,3386,"actual"
"2019-04-16",20,2460,NA,9999,2028,5101,3385,"actual"
"2019-04-16",21,2481,NA,9999,2028,5164,3386,"actual"
"2019-04-16",22,2502,NA,9999,2028,5227,3379,"actual"
"2019-04-16",23,2524,NA,9999,2028,5284,3382,"actual"
"2019-04-17",0,2364,NA,9999,9999,5278,3382,"actual"
"2019-04-17",1,2477,NA,9999,9999,5281,3389,"actual"
"2019-04-17",2,2490,NA,9999,9999,5185,3394,"actual"
"2019-04-17",3,2498,NA,9999,9999,5177,3393,"actual"
"2019-04-17",4,2486,NA,9999,9999,5215,3404,"actual"
"2019-04-17",5,2429,NA,9999,9999,5229,3411,"actual"
"2019-04-17",6,2375,NA,9999,9999,5147,3401,"actual"
"2019-04-17",7,2411,NA,9999,9999,5155,3059,"actual"
"2019-04-17",8,2409,NA,9999,9999,5066,3062,"actual"
"2019-04-17",9,2422,NA,9999,9999,5006,3063,"actual"
"2019-04-17",10,2470,NA,9999,9999,4983,3047,"actual"
"2019-04-17",11,2467,NA,9999,9999,4981,3055,"actual"
"2019-04-17",12,2448,NA,9999,9999,4985,3065,"actual"
"2019-04-17",13,2451,NA,9999,9999,5020,3133,"actual"
"2019-04-17",14,2451,NA,9999,9999,5023,3132,"actual"
"2019-04-17",15,2492,NA,9999,9999,5064,3131,"actual"
"2019-04-17",16,2496,NA,9999,9999,5109,3136,"actual"
"2019-04-17",17,2491,NA,9999,9999,5132,3138,"actual"
"2019-04-17",18,2466,NA,9999,9999,5116,3147,"actual"
"2019-04-17",19,2396,NA,9999,9999,5139,3416,"actual"
"2019-04-17",20,2402,NA,9999,9999,5116,3416,"actual"
"2019-04-17",21,2405,NA,9999,9999,5124,3414,"actual"
"2019-04-17",22,2407,NA,9999,9999,5184,3414,"actual"
"2019-04-17",23,2436,NA,9999,9999,5242,3415,"actual"
"2019-04-18",0,2538,NA,9999,9999,5236,3414,"actual"
"2019-04-18",1,2595,NA,9999,9999,5099,3413,"actual"
"2019-04-18",2,2589,NA,9999,9999,4994,3413,"actual"
"2019-04-18",3,2627,NA,9999,9999,4942,3414,"actual"
"2019-04-18",4,2622,NA,9999,9999,4971,3414,"actual"
"2019-04-18",5,2549,NA,9999,9999,5120,3414,"actual"
"2019-04-18",6,2466,NA,9999,9999,5195,3415,"actual"
"2019-04-18",7,2465,NA,9999,9999,5147,3415,"actual"
"2019-04-18",8,2462,NA,9999,9999,5106,3415,"actual"
"2019-04-18",9,2387,NA,9999,9999,5084,3415,"actual"
"2019-04-18",10,2403,NA,9999,9999,5056,3413,"actual"
"2019-04-18",11,2452,NA,9999,9999,5059,3374,"actual"
"2019-04-18",12,2484,NA,9999,9999,5082,3404,"actual"
"2019-04-18",13,2458,NA,9999,9999,5086,3401,"actual"
"2019-04-18",14,2397,NA,9999,9999,5107,3407,"actual"
"2019-04-18",15,2415,NA,9999,9999,5121,3409,"actual"
"2019-04-18",16,2413,NA,9999,9999,5160,3414,"actual"
"2019-04-18",17,2454,NA,9999,9999,5189,3414,"actual"
"2019-04-18",18,2440,NA,9999,9999,5247,3416,"actual"
"2019-04-18",19,2398,NA,9999,9999,5311,3413,"actual"
"2019-04-18",20,2410,NA,9999,9999,5281,3415,"actual"
"2019-04-18",21,2430,NA,9999,9999,5304,3415,"actual"
"2019-04-18",22,2445,NA,9999,9999,5367,3416,"actual"
"2019-04-18",23,2508,NA,9999,9999,5259,3416,"actual"
"2019-04-19",0,2597,NA,9999,9999,4898,3417,"actual"
"2019-04-19",1,2605,NA,9999,9999,4772,3417,"actual"
"2019-04-19",2,2596,NA,9999,9999,4650,3417,"actual"
"2019-04-19",3,2628,NA,9999,9999,4583,3416,"actual"
"2019-04-19",4,2653,NA,9999,9999,4587,3414,"actual"
"2019-04-19",5,2550,NA,9999,9999,4702,3415,"actual"
"2019-04-19",6,2454,NA,9999,9999,4759,3416,"actual"
"2019-04-19",7,2386,NA,9999,9999,4898,3425,"actual"
"2019-04-19",8,2437,NA,9999,9999,5106,3424,"actual"
"2019-04-19",9,2386,NA,9999,9999,5096,3424,"actual"
"2019-04-19",10,2407,NA,9999,9999,5102,3425,"actual"
"2019-04-19",11,2378,NA,9999,9999,5101,3425,"actual"
"2019-04-19",12,2352,NA,9999,9999,5107,3423,"actual"
"2019-04-19",13,2337,NA,9999,9999,5120,3422,"actual"
"2019-04-19",14,2325,NA,9999,9999,5146,3422,"actual"
"2019-04-19",15,2293,NA,9999,9999,5175,3420,"actual"
"2019-04-19",16,2329,NA,9999,9999,5221,3421,"actual"
"2019-04-19",17,2295,NA,9999,9999,5244,3422,"actual"
"2019-04-19",18,2324,NA,9999,9999,5275,3424,"actual"
"2019-04-19",19,2300,NA,9999,9999,5267,3424,"actual"
"2019-04-19",20,2334,NA,9999,9999,5226,3423,"actual"
"2019-04-19",21,2375,NA,9999,9999,5246,3424,"actual"
"2019-04-19",22,2395,NA,9999,9999,5240,3425,"actual"
"2019-04-19",23,2423,NA,9999,9999,5005,3424,"actual"
"2019-04-20",0,2444,NA,9999,9999,4710,3433,"actual"
"2019-04-20",1,2491,NA,9999,9999,4547,3429,"actual"
"2019-04-20",2,2539,NA,9999,9999,4509,3431,"actual"
"2019-04-20",3,2588,NA,9999,9999,4544,3431,"actual"
"2019-04-20",4,2600,NA,9999,9999,4494,3432,"actual"
"2019-04-20",5,2545,NA,9999,9999,4375,3431,"actual"
"2019-04-20",6,2537,NA,9999,9999,4470,3431,"actual"
"2019-04-20",7,2488,NA,9999,9999,4560,3421,"actual"
"2019-04-20",8,2415,NA,9999,9999,4632,3422,"actual"
"2019-04-20",9,2303,NA,9999,9999,4824,3422,"actual"
"2019-04-20",10,2270,NA,9999,9999,4943,3423,"actual"
"2019-04-20",11,2218,NA,9999,9999,4961,3424,"actual"
"2019-04-20",12,2177,NA,9999,9999,4981,3423,"actual"
"2019-04-20",13,2146,NA,9999,9999,4984,3424,"actual"
"2019-04-20",14,2126,NA,9999,9999,5025,3424,"actual"
"2019-04-20",15,2134,NA,9999,9999,5032,3424,"actual"
"2019-04-20",16,2143,NA,9999,9999,5064,3426,"actual"
"2019-04-20",17,2172,NA,9999,9999,5075,3426,"actual"
"2019-04-20",18,2235,NA,9999,9999,5058,3425,"actual"
"2019-04-20",19,2234,NA,9999,9999,5065,3473,"actual"
"2019-04-20",20,2271,NA,9999,9999,5090,3472,"actual"
"2019-04-20",21,2313,NA,9999,9999,5121,3481,"actual"
"2019-04-20",22,2379,NA,9999,9999,5154,3481,"actual"
"2019-04-20",23,2417,NA,9999,9999,4994,3481,"actual"
"2019-04-21",0,2472,NA,9999,9999,4789,3479,"actual"
"2019-04-21",1,2511,NA,9999,9999,4671,3480,"actual"
"2019-04-21",2,2510,NA,9999,9999,4657,3482,"actual"
"2019-04-21",3,2558,NA,9999,9999,4625,3480,"actual"
"2019-04-21",4,2583,NA,9999,9999,4590,3481,"actual"
"2019-04-21",5,2582,NA,9999,9999,4594,3480,"actual"
"2019-04-21",6,2566,NA,9999,9999,4619,3480,"actual"
"2019-04-21",7,2582,NA,9999,9999,4585,3481,"actual"
"2019-04-21",8,2585,NA,9999,9999,4718,3483,"actual"
"2019-04-21",9,2513,NA,9999,9999,4958,3481,"actual"
"2019-04-21",10,2451,NA,9999,9999,5158,3481,"actual"
"2019-04-21",11,2387,NA,9999,9999,5107,3481,"actual"
"2019-04-21",12,2364,NA,9999,9999,5081,3482,"actual"
"2019-04-21",13,2331,NA,9999,9999,4981,3479,"actual"
"2019-04-21",14,2322,NA,9999,9999,4966,3480,"actual"
"2019-04-21",15,2313,NA,9999,9999,4949,3479,"actual"
"2019-04-21",16,2336,NA,9999,9999,4928,3478,"actual"
"2019-04-21",17,2353,NA,9999,9999,4947,3478,"actual"
"2019-04-21",18,2358,NA,9999,9999,4962,3478,"actual"
"2019-04-21",19,2389,NA,9999,9999,4949,3478,"actual"
"2019-04-21",20,2399,NA,9999,9999,4982,3478,"actual"
"2019-04-21",21,2428,NA,9999,9999,5000,3479,"actual"
"2019-04-21",22,2440,NA,9999,9999,5102,3479,"actual"
"2019-04-21",23,2457,NA,9999,9999,5005,3478,"actual"
"2019-04-22",0,2435,NA,9999,9999,4673,3231,"actual"
"2019-04-22",1,2514,NA,9999,9999,4739,3231,"actual"
"2019-04-22",2,2549,NA,9999,9999,4699,3230,"actual"
"2019-04-22",3,2535,NA,9999,9999,4709,3230,"actual"
"2019-04-22",4,2556,NA,9999,9999,4732,3229,"actual"
"2019-04-22",5,2413,NA,9999,9999,4877,3228,"actual"
"2019-04-22",6,2269,NA,9999,9999,5072,3230,"actual"
"2019-04-22",7,2293,NA,9999,9999,5173,3150,"actual"
"2019-04-22",8,2205,NA,9999,9999,5162,3150,"actual"
"2019-04-22",9,1759,NA,9999,9999,5106,3141,"actual"
"2019-04-22",10,1712,NA,9999,9999,5054,3138,"actual"
"2019-04-22",11,1641,NA,9999,9999,5014,3137,"actual"
"2019-04-22",12,1703,NA,9999,9999,4989,3045,"actual"
"2019-04-22",13,1602,NA,9999,9999,4943,3048,"actual"
