"date","hour_beginning","coast","east","farwest","north","northcentral","southcentral","southern","west","all","label"
"2019-04-05",0,9695.17,1210.05,2976.9,763.8,9192.58,5191.9,2597.92,1238.97,32867.29,"actual"
"2019-04-05",1,9281.53,1161.04,2977.81,735.19,8682.21,4799.37,2439.54,1184.93,31261.6,"actual"
"2019-04-05",2,9026.05,1085.49,2980.34,714.81,8355.35,4515.12,2348.95,1151.48,30177.59,"actual"
"2019-04-05",3,8935.57,1099.39,3007.92,709.15,8236.72,4403.78,2302.76,1117.85,29813.14,"actual"
"2019-04-05",4,9046.71,1119.61,3027.64,730.65,8418.06,4438.13,2294.27,1104.18,30179.25,"actual"
"2019-04-05",5,9506.59,1178.42,3062.32,768.92,9039.19,4740.12,2403.98,1124.64,31824.17,"actual"
"2019-04-05",6,10319.99,1297.21,3063.02,836.08,10196.92,5353.9,2710.56,1215.97,34993.64,"actual"
"2019-04-05",7,10682.65,1295.95,3063.69,856.5,10731.91,5654.13,2831.55,1274.98,36391.36,"actual"
"2019-04-05",8,10802.82,1335.52,3040.22,864.22,10770.4,5645.21,2793.04,1256.59,36508.03,"actual"
"2019-04-05",9,11070.8,1351.23,2999.48,924.37,10905.58,5763.55,2870.4,1236.41,37121.81,"actual"
"2019-04-05",10,11220.49,1389.08,3029.28,937.2,11112.02,5941.22,3003.59,1212.27,37845.15,"actual"
"2019-04-05",11,11480.95,1450.2,3087.95,935.15,11289.74,6088.73,3120.72,1223.46,38676.89,"actual"
"2019-04-05",12,11741.62,1459.65,3107.15,940.51,11481.42,6229.96,3236.54,1233.12,39429.96,"actual"
"2019-04-05",13,12150.62,1460.91,3134.09,947.66,11756.36,6306.89,3375.39,1318.49,40450.42,"actual"
"2019-04-05",14,12486.79,1484.47,3118.84,950.98,11992.72,6462.67,3475.39,1380.79,41352.66,"actual"
"2019-04-05",15,12803.24,1494.62,3114.76,946.34,12304.67,6759.74,3548.18,1441.81,42413.37,"actual"
"2019-04-05",16,12938.7,1513.02,3120.94,925.84,12644.06,7097.94,3576.13,1481.63,43298.25,"actual"
"2019-04-05",17,12716.29,1478.38,3120.84,913.03,12762.66,7232.38,3546.99,1488.25,43258.81,"actual"
"2019-04-05",18,12284.02,1461.97,3130.81,863.94,12509.15,7126.95,3419.14,1484.89,42280.86,"actual"
"2019-04-05",19,11948.18,1436.22,3130.48,848.06,12213.63,6866.25,3289.82,1436.77,41169.4,"actual"
"2019-04-05",20,11929.99,1458.39,3145.64,863.18,12302.7,6819.99,3290.17,1436.16,41246.23,"actual"
"2019-04-05",21,11621.53,1424.58,3132.09,833.82,11925.07,6597.48,3233.13,1401.9,40169.61,"actual"
"2019-04-05",22,11098.07,1342.95,3092.44,776.35,11292.58,6201.63,3088.51,1353.68,38246.21,"actual"
"2019-04-05",23,10522.6,1270.86,3061.69,775.78,10383.19,5731.14,2867.79,1243.92,35856.96,"actual"
"2019-04-06",0,9927.19,1192.83,3077.89,715.79,9567.91,5276.32,2712.11,1188.32,33658.36,"actual"
"2019-04-06",1,9486.99,1115.12,3031.87,697.78,8981.01,4974.76,2574.85,1152.65,32015.03,"actual"
"2019-04-06",2,9159.53,1080.51,2930.79,672.48,8594.54,4776.78,2466.42,1165.79,30846.85,"actual"
"2019-04-06",3,8932.72,1047.53,2846.46,657.66,8407.08,4620.18,2412.99,1131.35,30055.96,"actual"
"2019-04-06",4,8853.87,1054.89,2826.25,632.93,8365.11,4577.47,2355.43,1103.34,29769.3,"actual"
"2019-04-06",5,8935.09,1087.45,2860.48,673.76,8542.76,4654.68,2380.42,1068.34,30202.98,"actual"
"2019-04-06",6,9210.94,1146.3,2801.27,710.62,8939.16,4850.06,2481.52,1138.75,31278.63,"actual"
"2019-04-06",7,9515.38,1181.15,2863.4,753.07,9338.01,5125.14,2567.2,1147.6,32490.95,"actual"
"2019-04-06",8,9867.85,1228.72,2891.84,788.46,9976.92,5445.13,2693.05,1184.41,34076.37,"actual"
"2019-04-06",9,10234.76,1254.65,2954.18,788.73,10602.51,5713.66,2859.88,1189.6,35597.98,"actual"
"2019-04-06",10,10569.39,1344.13,2995.07,887.78,11059.02,5935.1,3071.3,1139.9,37001.69,"actual"
"2019-04-06",11,10741.48,1346.63,3045.62,913.18,11097.14,6039.23,3239.62,1157.71,37580.61,"actual"
"2019-04-06",12,10923.05,1391.75,3050.82,908.86,10985.89,6025.87,3442.42,1199.26,37927.91,"actual"
"2019-04-06",13,11202.8,1362.52,3067.83,901.61,10827.05,5997.82,3656.19,1222.09,38237.91,"actual"
"2019-04-06",14,11679.97,1365.5,3102.1,899.89,10596.7,6041.71,3829.24,1267.79,38782.89,"actual"
"2019-04-06",15,12153.71,1349.87,3129.6,889.32,10461.04,6122.08,3964.61,1302.35,39372.59,"actual"
"2019-04-06",16,12343.81,1332.47,3138.82,886.65,10438.55,6298.56,4041.05,1344.3,39824.22,"actual"
"2019-04-06",17,12188.01,1355.28,3120.06,896.93,10411.9,6495.31,4011.97,1357.07,39836.52,"actual"
"2019-04-06",18,11889.17,1355.37,3109.26,826.08,10338.07,6546.93,3853.34,1399.31,39317.53,"actual"
"2019-04-06",19,11679.58,1351.78,3050.56,791.65,10315.12,6502.86,3584.41,1401.42,38677.38,"actual"
"2019-04-06",20,11719.03,1340.15,3009.41,807.18,10625.38,6543.62,3570.31,1432.26,39047.35,"actual"
"2019-04-06",21,11468.36,1306.87,2961.89,825.46,10421.46,6333.32,3450.4,1480.46,38248.21,"actual"
"2019-04-06",22,11074.42,1246.11,2931.52,817.8,10002.82,6037.43,3244.51,1497.92,36852.53,"actual"
"2019-04-06",23,10584.8,1201.64,2883.12,735.9,9416.33,5547.35,2991.91,1448.8,34809.84,"actual"
"2019-04-07",0,10115.43,1110.63,2860.65,713.35,8791.29,5137.4,2834.06,1398.82,32961.62,"actual"
"2019-04-07",1,9715.9,1090.45,2835.28,677.28,8344.58,4806.79,2643.84,1336.48,31450.6,"actual"
"2019-04-07",2,9375.53,1028.55,2851.3,664.45,8046.39,4575.92,2603.67,1261.87,30407.68,"actual"
"2019-04-07",3,9206.55,1042.94,2897.65,654.19,7837.28,4442.58,2568.43,1172.48,29822.1,"actual"
"2019-04-07",4,9116.16,1048.4,2937.67,645,7844.93,4408.6,2512.88,1137.2,29650.84,"actual"
"2019-04-07",5,9116.2,1054.53,2949.96,667.83,7966.02,4451.54,2438.48,1115.43,29759.99,"actual"
"2019-04-07",6,9145.66,1080.7,2955.26,669.43,8248.29,4540.37,2399.57,1104.38,30143.64,"actual"
"2019-04-07",7,9133.79,1152.95,2960.63,702.81,8571.95,4611.82,2450.03,1137.61,30721.6,"actual"
"2019-04-07",8,9490.81,1195.56,2898.65,775.37,9188.45,4798.76,2518.76,1161.3,32027.66,"actual"
"2019-04-07",9,9945.83,1254.6,2928.31,821.13,9790.33,5049.84,2572.75,1161.64,33524.43,"actual"
"2019-04-07",10,10277.97,1272.84,2943.6,869.91,10273.58,5253.77,2600.23,1169.97,34661.88,"actual"
"2019-04-07",11,10482.55,1301.38,2927.73,905.23,10525.96,5339.64,2617.41,1236.65,35336.55,"actual"
"2019-04-07",12,10451.79,1304.31,2966.65,907.83,10591.55,5374.51,2836.81,1250.37,35683.82,"actual"
"2019-04-07",13,9906.81,1296.43,2990.73,920.93,10626.42,5512.22,3029.2,1282.67,35565.41,"actual"
"2019-04-07",14,9641.23,1296.65,3035.96,908.19,10638.03,5483.12,3223.47,1281.48,35508.13,"actual"
"2019-04-07",15,9708.46,1315.17,3097.52,878.38,10620.88,5560.44,3400.23,1270.11,35851.2,"actual"
"2019-04-07",16,9872.36,1301.9,3144.88,850.12,10731.46,5598.84,3479.75,1278.41,36257.71,"actual"
"2019-04-07",17,10081.18,1298.81,3162.09,855.63,10921.98,5722.06,3536.58,1282.82,36861.13,"actual"
"2019-04-07",18,10117.42,1316.39,3163.3,854.27,11035.35,5852.62,3446.62,1294.41,37080.38,"actual"
"2019-04-07",19,10187.09,1404.82,3156.03,848.26,11166.93,5900.51,3352.21,1291.92,37307.76,"actual"
"2019-04-07",20,10451.71,1411.09,3169.44,860.06,11359.11,6049.42,3379.17,1295.19,37975.18,"actual"
"2019-04-07",21,10201.59,1369.51,3155.09,830.62,10986.5,5874.84,3280.5,1244.96,36943.6,"actual"
"2019-04-07",22,9635.59,1261.72,3125.2,780.58,10183.43,5432.55,3045.32,1126.99,34591.38,"actual"
"2019-04-07",23,8905.04,1173.49,3083.5,732.45,9272.97,4881.4,2709.9,1023.09,31781.83,"actual"
"2019-04-08",0,8402.7,1119.28,3031.17,697.61,8621.96,4473.87,2475.18,964.65,29786.42,"actual"
"2019-04-08",1,8061.51,1073.68,2997.24,680.49,8208.9,4206.84,2290.53,937.94,28457.13,"actual"
"2019-04-08",2,7899.43,1053.32,2957.16,678.61,8044.71,4076.47,2175.73,944.37,27829.81,"actual"
"2019-04-08",3,7898.53,1051.18,2920.69,673.41,7981.4,4032.61,2119.24,982.82,27659.87,"actual"
"2019-04-08",4,8143.44,1060.9,2936.95,677.68,8198.39,4102.92,2169.11,1008.85,28298.24,"actual"
"2019-04-08",5,8669.24,1146.18,2974.41,737.13,8904.01,4474.15,2270.68,1040.38,30216.17,"actual"
"2019-04-08",6,9458.74,1268.64,3023.79,774.02,10141.01,5136.14,2553.47,1125.48,33481.3,"actual"
"2019-04-08",7,9806.87,1362.31,3058.63,812.28,10754.75,5415.15,2676.66,1188.64,35075.3,"actual"
"2019-04-08",8,9944.68,1385.56,3059.26,824.74,10853.44,5412.55,2676.71,1147.73,35304.67,"actual"
"2019-04-08",9,10220.93,1389.03,3076.17,916.52,11084.24,5482.4,2804.52,1101.69,36075.51,"actual"
"2019-04-08",10,10452.31,1453.35,3094.69,925.32,11441.94,5648.45,2942.54,1113.11,37071.73,"actual"
"2019-04-08",11,10689.24,1460.93,3143.76,925.89,11833.73,5821.63,3125.64,1131.45,38132.27,"actual"
"2019-04-08",12,10940.95,1489.77,3180.75,945.79,12205.01,6034.27,3316.39,1146.04,39258.96,"actual"
"2019-04-08",13,11373.38,1529.28,3230.43,954.69,12593.73,6310.42,3606.42,1202.7,40801.05,"actual"
"2019-04-08",14,11810.86,1567.31,3272.64,972.09,12914.73,6648.74,3838.76,1258.1,42283.22,"actual"
"2019-04-08",15,12232.71,1596.57,3296.74,992.07,13177.92,7012.09,4012.93,1301.26,43622.3,"actual"
"2019-04-08",16,12515.11,1635.96,3323.1,1015.39,13587.61,7385.47,4137.71,1362.36,44962.71,"actual"
"2019-04-08",17,12618.79,1629.1,3314.17,1019.55,13805.66,7661.04,4126.94,1415.38,45590.63,"actual"
"2019-04-08",18,12450.02,1640.17,3289.91,1000.96,13873.44,7766.2,4006.56,1476.17,45503.44,"actual"
"2019-04-08",19,12310.62,1611.36,3249.07,955.11,13508.72,7556.48,3857.03,1508.66,44557.06,"actual"
"2019-04-08",20,12365.14,1590.9,3229.33,954.48,13409.67,7400.97,3788.33,1464.85,44203.66,"actual"
"2019-04-08",21,11802.13,1478.39,3196.74,907.37,12678.04,6939.68,3575.93,1364.74,41943.02,"actual"
"2019-04-08",22,10918.34,1378.37,3136.52,835.94,11361.05,6211.96,3195.74,1232.94,38270.85,"actual"
"2019-04-08",23,10040.93,1260.78,3065.15,790.89,10179.17,5482.27,2819.2,1148.44,34786.84,"actual"
"2019-04-09",0,9337.29,1171.45,3061.14,753.87,9220.84,4902.93,2510.59,1067.51,32025.62,"actual"
"2019-04-09",1,8900.29,1137.94,3070.59,726.36,8602.45,4546.95,2344.95,1014.33,30343.86,"actual"
"2019-04-09",2,8629.06,1105.94,3072.01,711.36,8282.94,4325.09,2242.91,969.66,29338.99,"actual"
"2019-04-09",3,8501.29,1103.74,3066.01,691.15,8200.99,4204.1,2183.54,948.09,28898.91,"actual"
"2019-04-09",4,8588.19,1103.37,3074.9,683.34,8319.52,4255.97,2164.14,935.85,29125.29,"actual"
"2019-04-09",5,9063.58,1153.82,3081.23,705.08,8977.97,4575.52,2265.22,980.28,30802.7,"actual"
"2019-04-09",6,9845.38,1302.79,3095,762.55,10174.65,5186.42,2539.52,1045.76,33952.07,"actual"
"2019-04-09",7,10087.42,1346.85,3100.26,784.89,10691.38,5431.3,2613.05,1114.31,35169.45,"actual"
"2019-04-09",8,10326.46,1356.45,3058.35,825.34,10775.14,5479.94,2595.81,1095.26,35512.75,"actual"
"2019-04-09",9,10799.32,1412.48,3073.26,886.92,11108.6,5643.52,2747.01,1080.81,36751.91,"actual"
"2019-04-09",10,11375.77,1475.18,3096.59,911.9,11521.62,5906.31,2957.29,1126.59,38371.23,"actual"
"2019-04-09",11,11985.77,1516.21,3165.96,934.42,12018.71,6248.81,3221.56,1157.49,40248.92,"actual"
"2019-04-09",12,12602.08,1571.21,3205.42,957.22,12529.96,6601.03,3531.97,1211.46,42210.34,"actual"
"2019-04-09",13,13259.18,1660.38,3287.47,1007.4,13154.7,7055.12,3849.38,1293.9,44567.52,"actual"
"2019-04-09",14,13836.42,1706.76,3329.97,1040.48,13792.5,7530.33,4076.4,1397.43,46710.29,"actual"
"2019-04-09",15,14419.02,1781.1,3366.12,1073.85,14284.24,7882.08,4324.33,1484.31,48615.05,"actual"
"2019-04-09",16,14828.54,1810.87,3377.42,1112.01,14749.16,8236.81,4451.93,1573.84,50140.57,"actual"
"2019-04-09",17,14883.66,1834.29,3346.43,1115.93,14939.4,8444.68,4460.98,1660,50685.38,"actual"
"2019-04-09",18,14494.6,1797.81,3339.26,1060.67,14736.03,8493.37,4325.1,1695.79,49942.61,"actual"
"2019-04-09",19,13818.78,1726.46,3298.12,1003.71,14238.28,8194.55,4090.06,1641.79,48011.75,"actual"
"2019-04-09",20,13401.63,1698.24,3308.18,1007.34,14226.84,7969.81,3975.3,1589.36,47176.7,"actual"
"2019-04-09",21,12656.12,1609,3288.88,952.26,13559.77,7495.7,3768.97,1544.94,44875.65,"actual"
"2019-04-09",22,11649.69,1453.59,3242.8,886.28,12336.87,6771.89,3418.3,1431.94,41191.36,"actual"
"2019-04-09",23,10748.7,1289.48,3133.36,812.91,11084.07,6022.7,3052.1,1348.89,37492.21,"actual"
"2019-04-10",0,9916.2,1141.42,3051.28,771.32,10052.95,5341.34,2727.32,1274.81,34276.64,"actual"
"2019-04-10",1,9411.96,1076.34,3057.23,724.6,9420.07,4957.8,2539.03,1196.9,32383.92,"actual"
"2019-04-10",2,9120.25,1075.62,3018.26,714.84,8982.8,4704.45,2418.93,1168.4,31203.55,"actual"
"2019-04-10",3,8961.62,1054.65,2996.51,709.9,8806.14,4573.64,2344.22,1151.63,30598.3,"actual"
"2019-04-10",4,9025.68,1097.47,3003.97,708.79,8851.96,4560.45,2329.11,1153.79,30731.21,"actual"
"2019-04-10",5,9497.19,1162.41,3006.96,739.29,9524.91,4817.16,2441.03,1191.47,32380.41,"actual"
"2019-04-10",6,10257.67,1308.6,3044.33,796.6,10740.76,5353.45,2728,1269.83,35499.22,"actual"
"2019-04-10",7,10454.37,1351.06,3054.89,818.44,11218.81,5559.46,2797.67,1290.63,36545.34,"actual"
"2019-04-10",8,10770.97,1382.13,3059.92,829.83,11297.9,5583.29,2804.01,1266.02,36994.08,"actual"
"2019-04-10",9,11311.45,1430.69,3080.07,892.74,11737.36,5727.77,2925.82,1236.18,38342.07,"actual"
"2019-04-10",10,11894.03,1503.46,3110.09,942.11,12267.89,6012.69,3132.5,1294.42,40157.18,"actual"
"2019-04-10",11,12495.35,1560.45,3175.89,983.35,12855.89,6386.82,3366.93,1418.13,42242.79,"actual"
"2019-04-10",12,13086.93,1611.32,3280.47,1012.24,13442.93,6821.99,3632.25,1476.53,44364.66,"actual"
"2019-04-10",13,13729.9,1716.22,3422,1058.43,13986.91,7349.38,3929.64,1488.25,46680.71,"actual"
"2019-04-10",14,14251.2,1755.99,3493.53,1041.46,14495.14,7827.11,4167.81,1478,48510.23,"actual"
"2019-04-10",15,14650.99,1821.99,3605.71,1070.76,14963.35,8242.27,4338.16,1459.65,50152.88,"actual"
"2019-04-10",16,14837.34,1875.04,3631.25,1082.35,15544.03,8607.4,4446.69,1537.7,51561.81,"actual"
"2019-04-10",17,14625.44,1855.99,3570.89,1085.02,15759.51,8793.67,4375.07,1581.87,51647.45,"actual"
"2019-04-10",18,14002.47,1833.72,3501.84,1081.07,15614.49,8740.63,4208.52,1604.84,50587.58,"actual"
"2019-04-10",19,13278.68,1745.72,3390.71,1066.09,15009.25,8428.25,3953.19,1591.39,48463.29,"actual"
"2019-04-10",20,13097.02,1750.66,3336.91,1055.88,14966.38,8192.25,3864.74,1588.46,47852.29,"actual"
"2019-04-10",21,12546.19,1664.04,3252.61,1015.75,14368.81,7687.67,3720.65,1578.66,45834.38,"actual"
"2019-04-10",22,11654.49,1511.68,3135.29,946.29,13097.46,6873.99,3421.83,1489.58,42130.62,"actual"
"2019-04-10",23,10737.31,1369.09,3057.44,860.52,11659.04,6017.11,3066.6,1358.35,38125.47,"actual"
"2019-04-11",0,10035.72,1250.88,3020.12,791.32,10595.31,5304.77,2789.38,1226.3,35013.81,"actual"
"2019-04-11",1,9606.6,1180.39,2960.75,761.71,9817.48,4886.17,2619.14,1159.01,32991.25,"actual"
"2019-04-11",2,9362.17,1128.4,2935.63,734.09,9285.17,4653.83,2503.11,1114.8,31717.19,"actual"
"2019-04-11",3,9240.42,1102.51,2872.74,709.17,9012.07,4524.61,2440.71,1121.9,31024.13,"actual"
"2019-04-11",4,9329.83,1123.64,2876.84,710.3,9038.54,4514.34,2419.93,1117.51,31130.93,"actual"
"2019-04-11",5,9836.79,1183.98,2912.91,730.72,9573.42,4785.85,2516.43,1128.37,32668.46,"actual"
"2019-04-11",6,10612.49,1333.22,2963.36,779.86,10685.2,5376.26,2755.19,1214.29,35719.87,"actual"
"2019-04-11",7,10749.84,1380.19,2983.56,792.02,11097.81,5575.78,2816.87,1255.79,36651.86,"actual"
"2019-04-11",8,11029.73,1405.55,2995.19,844.7,11062.82,5590.62,2822.66,1189.79,36941.05,"actual"
"2019-04-11",9,11468.4,1432.8,2954.48,916.04,11230.58,5748.26,2973.37,1177.25,37901.19,"actual"
"2019-04-11",10,11950.86,1504.94,3090.05,918.4,11378.94,5879.17,3179.99,1123.28,39025.64,"actual"
"2019-04-11",11,12312.47,1556.88,3128.95,887.72,11351.09,5967.55,3356.77,1093.51,39654.95,"actual"
"2019-04-11",12,12399.91,1596.58,3113.22,899.72,11312.55,6100.14,3536.72,1103.27,40062.11,"actual"
"2019-04-11",13,12372.12,1613.29,3167.4,869.4,11265.58,6265.63,3751.14,1100.4,40404.97,"actual"
"2019-04-11",14,12238.07,1621.75,3212.52,867.51,11183.57,6478.96,3890.52,1098.68,40591.58,"actual"
"2019-04-11",15,12353.55,1607.82,3221.37,863.14,11113.78,6786.86,4008.91,1121.98,41077.41,"actual"
"2019-04-11",16,12564.42,1608.71,3214.2,876.99,11261.37,7010.7,4087.19,1179.98,41803.56,"actual"
"2019-04-11",17,12581.27,1553.3,3209.57,873.98,11368.04,7133.28,3990.02,1174.35,41883.8,"actual"
"2019-04-11",18,12310.03,1510.27,3224.28,834.97,11304.25,7086.78,3818.43,1168.64,41257.66,"actual"
"2019-04-11",19,12183.12,1500.55,3188.89,807.75,11183.81,6855.42,3637.26,1203.52,40560.31,"actual"
"2019-04-11",20,12274.47,1524,3133.78,837.38,11556.18,6791.28,3608.44,1305.52,41031.05,"actual"
"2019-04-11",21,11927.83,1465.4,3120.21,816,11241.6,6466.2,3503.92,1314.33,39855.48,"actual"
"2019-04-11",22,11160.83,1313.46,3073.29,768.66,10326.38,5851.14,3210.36,1231.93,36936.04,"actual"
"2019-04-11",23,10260.46,1188.51,3045.51,740.94,9340.64,5190.54,2880.1,1121.07,33767.77,"actual"
"2019-04-12",0,9498.1,1134.24,3028.63,716.98,8699.19,4713.81,2619.96,1062.83,31473.75,"actual"
"2019-04-12",1,8994.59,1090.9,2995.12,704.58,8315.24,4412.65,2459.8,1050.52,30023.42,"actual"
"2019-04-12",2,8704.09,1055.43,2959.68,679.82,8124.79,4217.73,2357.94,1069.75,29169.24,"actual"
"2019-04-12",3,8577.74,1057.16,2970.47,669.47,8111.94,4152.8,2296.1,1071.36,28907.04,"actual"
"2019-04-12",4,8657.39,1081.37,3022.51,680.49,8408.12,4199.98,2269.68,1050.66,29370.2,"actual"
"2019-04-12",5,9115.15,1150.92,3113.59,734.41,9150.53,4510.46,2388.66,1032.22,31195.94,"actual"
"2019-04-12",6,9864.12,1330.11,3207.2,819.55,10602.3,5134.3,2660.16,1105.32,34723.06,"actual"
"2019-04-12",7,10122.04,1366.32,3261.35,865.91,11279.07,5417.69,2760.17,1142.86,36215.4,"actual"
"2019-04-12",8,10220.41,1380.68,3244.19,872.23,11175.92,5417.18,2742.56,1103.59,36156.78,"actual"
"2019-04-12",9,10433.88,1378.62,3192.49,898.65,11157.43,5447.57,2811.54,1090.21,36410.4,"actual"
"2019-04-12",10,10646.09,1372.48,3191.19,902.24,11117.2,5470.3,2900.88,1066.31,36666.7,"actual"
"2019-04-12",11,10781.51,1370.35,3172.65,904.56,11027.35,5519.99,3014.2,1085.47,36876.08,"actual"
"2019-04-12",12,10879.09,1332.27,3163.29,882.02,10870.26,5600.72,3163.31,1112.25,37003.2,"actual"
"2019-04-12",13,11085.68,1358.7,3205.49,865.97,10821.83,5796.17,3354.56,1124.84,37613.25,"actual"
"2019-04-12",14,11258.63,1344.57,3211.24,858.11,10815.75,5967.48,3509.71,1155.56,38121.04,"actual"
"2019-04-12",15,11462.77,1368.97,3224.95,832.52,10848.27,6240.54,3614.3,1205.64,38797.97,"actual"
"2019-04-12",16,11542.68,1429.61,3192.17,818.03,10894.83,6568.47,3641.96,1268.55,39356.29,"actual"
"2019-04-12",17,11483.94,1432.54,3157.97,799.89,10872.1,6687,3580.73,1295.31,39309.48,"actual"
"2019-04-12",18,11294.81,1432.27,3143.09,779.01,10833.36,6626.18,3480.12,1325.49,38914.32,"actual"
"2019-04-12",19,11334.16,1430.48,3177.69,768.58,10695.59,6550.24,3366.52,1296.06,38619.32,"actual"
"2019-04-12",20,11517.48,1449.96,3186.07,780.56,11011.22,6609.27,3405.38,1315.3,39275.23,"actual"
"2019-04-12",21,11284.47,1407.44,3172.73,779.33,10872.25,6474.21,3338.54,1337.38,38666.34,"actual"
"2019-04-12",22,10852.19,1318.55,3074.63,775.72,10337.12,6128.74,3197.87,1350.73,37035.54,"actual"
"2019-04-12",23,10338.09,1205.64,2962.25,759.12,9644.66,5642.06,2983.43,1305.25,34840.5,"actual"
"2019-04-13",0,9934.17,1173.06,2921.37,711.3,9002.6,5216.25,2770.98,1228.73,32958.46,"actual"
"2019-04-13",1,9589.42,1114.75,2788.91,666.68,8516.48,4917.44,2614.41,1187.02,31395.12,"actual"
"2019-04-13",2,9391.58,1074.81,2703.93,646.25,8281.71,4708.77,2495.2,1161.36,30463.61,"actual"
"2019-04-13",3,9301.7,1076.29,2675.76,651.12,8121.22,4556.81,2429.59,1126.03,29938.51,"actual"
"2019-04-13",4,9316.25,1045.25,2649.79,646.06,8162.6,4494.66,2375.87,1102.38,29792.85,"actual"
"2019-04-13",5,9465.8,1059,2722.43,669.07,8365.29,4535.37,2387.94,1063.27,30268.18,"actual"
"2019-04-13",6,9755.89,1085.47,2806.72,701.91,8742.54,4732.68,2479.83,1061.17,31366.2,"actual"
"2019-04-13",7,10028.32,1160.75,2842.75,757.46,9200.83,5027.43,2558.39,1109.96,32685.89,"actual"
"2019-04-13",8,10457.84,1264.14,2897.75,800.46,9860.61,5331.65,2696.84,1138.42,34447.72,"actual"
"2019-04-13",9,10977.92,1328.41,2943.49,851.03,10582.65,5678.6,2894.66,1252.16,36508.92,"actual"
"2019-04-13",10,11458.28,1378.01,2953.16,900.67,11047.25,5879.82,3117.52,1329.82,38064.52,"actual"
"2019-04-13",11,11873.13,1409.35,2952.21,928.79,11409.65,5802.47,3341.25,1364.88,39081.73,"actual"
"2019-04-13",12,12214.49,1345.41,3002.32,926.32,11420.15,5699.71,3563.88,1357.28,39529.57,"actual"
"2019-04-13",13,12540.57,1331.29,3028.93,926.66,11235.68,5701.53,3752.43,1349.32,39866.4,"actual"
"2019-04-13",14,12807.38,1310.01,3044.89,908.04,11002.18,5686.46,3851.32,1335.97,39946.25,"actual"
"2019-04-13",15,12269.82,1276.54,3057.28,877.42,10715.19,5585.24,3896.16,1307.83,38985.48,"actual"
"2019-04-13",16,11899.76,1274,3053.68,863.87,10627.68,5582.51,3843.97,1340.15,38485.61,"actual"
"2019-04-13",17,11908.98,1305.34,3060.08,883.9,10839.28,5581.01,3728.04,1370.32,38676.94,"actual"
"2019-04-13",18,11731.9,1305.26,3051.08,873.55,10907.57,5509.71,3576.83,1370.6,38326.5,"actual"
"2019-04-13",19,11263.29,1288.25,3107.87,870,10999.71,5389.39,3371.35,1324.44,37614.31,"actual"
"2019-04-13",20,10933.45,1322.41,3176.73,865.85,11331.68,5503.43,3303.88,1305.96,37743.4,"actual"
"2019-04-13",21,10349.37,1304.02,3211.15,861.56,11281.09,5410.2,3192.81,1252.59,36862.78,"actual"
"2019-04-13",22,9754.92,1258.61,3219.86,822.63,10974.82,5179.58,2974.01,1173.56,35357.98,"actual"
"2019-04-13",23,9193.53,1213.22,3203.59,807.17,10529.56,4888.88,2747.34,1089.1,33672.37,"actual"
"2019-04-14",0,8708.14,1161.32,3155.47,778.57,10108.21,4573.98,2615.76,1087.99,32189.44,"actual"
"2019-04-14",1,8410.81,1138.39,3125.75,763.22,9845.11,4344.85,2494.49,1089.14,31211.76,"actual"
"2019-04-14",2,8250.01,1136.92,3098.38,761.04,9612.25,4187.3,2415.86,1102.16,30563.92,"actual"
"2019-04-14",3,8172.02,1131.86,3062.13,759.08,9532.37,4197.7,2294.7,1118.89,30268.75,"actual"
"2019-04-14",4,8186.43,1146.12,3051.36,757.22,9523.16,4269.4,2191.62,1139.85,30265.17,"actual"
"2019-04-14",5,8272.54,1163.62,3050.24,775.07,9765.76,4368.94,2216.06,1180.65,30792.88,"actual"
"2019-04-14",6,8504.07,1239.06,3059.82,805.56,10170.07,4661.89,2207.77,1214.79,31863.04,"actual"
"2019-04-14",7,8667.12,1297.73,3058.72,841.42,10616.63,4954.14,2198.96,1275.43,32910.15,"actual"
"2019-04-14",8,9068.57,1372.66,3071.94,878.76,11030.78,5132.8,2404.61,1240.17,34200.3,"actual"
"2019-04-14",9,9419.14,1367.1,3082.34,932.24,11136.48,5175.83,2585.42,1153.78,34852.32,"actual"
"2019-04-14",10,9574.09,1347.07,3043.32,937.88,10990.59,5202.6,2536.93,1118.23,34750.7,"actual"
"2019-04-14",11,9610.2,1325.7,2983.33,912.6,10698.91,5078.04,2556.52,1126.34,34291.65,"actual"
"2019-04-14",12,9578.97,1298.89,2973.35,897.54,10460.92,4985.83,2586.3,1139.7,33921.5,"actual"
"2019-04-14",13,9569.75,1274.03,2945.88,886.22,10150.88,4937.79,2668.5,1137.59,33570.63,"actual"
"2019-04-14",14,9588.92,1209.36,2936.42,874.41,10000.65,4952.15,2765.44,1169.2,33496.54,"actual"
"2019-04-14",15,9689.05,1227.26,2928.61,865.13,9933.93,5016.97,2906.48,1205.43,33772.86,"actual"
"2019-04-14",16,9829.25,1236.9,2925.06,871.73,9988.88,5240.44,3056.44,1245.22,34393.91,"actual"
"2019-04-14",17,9988.38,1229.33,2954.27,891.87,10196.1,5506.06,3157.86,1279.58,35203.45,"actual"
"2019-04-14",18,10069.16,1255.29,2954.73,871.75,10375.51,5710.54,3143.3,1344.44,35724.71,"actual"
"2019-04-14",19,10083.65,1265.95,2956.69,828.82,10475.03,5806.76,3042.57,1362.1,35821.57,"actual"
