date,hour_beginning,coastal,lz_north,lz_south_houston,lz_west,north,panhandle,south,south_houston,west,west_north,all
4/5/19,0,185.71,366.14,1138.44,7780.36,400.56,3301.54,1011.69,1138.44,4385.44,8146.5,9284.94
4/5/19,1,122.5,409.77,1270.77,8150.21,451.02,3252.51,1160.07,1270.77,4844.66,8559.98,9830.75
4/5/19,2,51.56,509.26,1116.93,8432.09,577.44,3044.43,1014.84,1116.93,5370.01,8941.35,10058.28
4/5/19,3,24.7,516.03,1086.63,8453.97,599.49,2931.51,1011.78,1086.63,5489.16,8970,10056.63
4/5/19,4,4,522.06,1037.42,8413.93,610.84,2950.99,991.75,1037.42,5415.84,8935.99,9973.41
4/5/19,5,0.37,557.48,848.6,8375.61,654.19,3021.51,812.17,848.6,5293.44,8933.09,9781.69
4/5/19,6,0,557.7,668.75,8283.64,665.88,2925.86,623.94,668.75,5294.4,8841.34,9510.09
4/5/19,7,0,497.95,678.16,7858.13,589.02,2808,623.62,678.16,5013.6,8356.08,9034.24
4/5/19,8,0,412.36,655.55,6920.07,463.7,2439.08,570.65,655.55,4514.56,7332.43,7987.98
4/5/19,9,0,209.6,486.22,5718.23,224.12,2213.19,419.18,486.22,3557.55,5927.83,6414.05
4/5/19,10,0,140.06,388.48,5821.8,154.42,2304.58,325.15,388.48,3566.2,5961.86,6350.34
4/5/19,11,2.92,148.21,520.66,6742.43,166.38,2613.53,408.06,520.66,4220.41,6890.64,7411.3
4/5/19,12,34.04,109.91,762.52,7192.37,120.04,2671.97,601.26,762.52,4637.48,7302.28,8064.8
4/5/19,13,125.76,105.48,1028.56,7350.98,111.06,2854.81,803.08,1028.56,4590.31,7456.46,8485.02
4/5/19,14,340.87,100.83,1256.09,7097.08,107.97,2841.66,823.63,1256.09,4339.87,7197.91,8454
4/5/19,15,435.99,105.85,1364.53,6922.54,118.34,2893.24,835.78,1364.53,4109.57,7028.39,8392.92
4/5/19,16,488.17,132.2,1527.64,6530.16,146.47,2651.67,956.61,1527.64,3947.08,6662.36,8190
4/5/19,17,636.78,202.82,1787.07,6637.49,227.6,2578.49,1084.67,1787.07,4099.84,6840.31,8627.38
4/5/19,18,675.58,369.47,1846.39,6991.97,400.9,2508.36,1109.25,1846.39,4513.73,7361.44,9207.83
4/5/19,19,535,538.73,1928.08,7037.75,590.84,2244.48,1354.17,1928.08,4780.08,7576.48,9504.56
4/5/19,20,564.26,590.63,1999.14,8167.22,670.83,2247.65,1459.36,1999.14,5814.9,8757.85,10756.99
4/5/19,21,754.85,696.27,2337.89,9836.27,798.58,2541.32,1649.77,2337.89,7125.9,10532.54,12870.43
4/5/19,22,858.52,716.28,2707.56,10040.11,813.01,1929.4,1927.62,2707.56,7935.4,10756.39,13463.95
4/5/19,23,1147.41,663.99,3096.77,10385.12,747.59,2424.7,2024.03,3096.77,7802.16,11049.11,14145.88
4/6/19,0,1475.96,607.17,3670.99,9904.97,673.44,2455.43,2202.39,3670.99,7375.91,10512.14,14183.13
4/6/19,1,1400.71,615.89,3496.59,9098.8,708.01,2160.49,2107.02,3496.59,6835.05,9714.69,13211.28
4/6/19,2,1132.88,630.21,3080.27,6852.9,709.45,2160.34,1978.98,3080.27,4581.73,7483.11,10563.38
4/6/19,3,825.34,580.42,2104.78,5037.86,637.98,1877.15,1350.79,2104.78,3031.79,5618.28,7723.06
4/6/19,4,664.9,364.36,1675.79,3678.65,366.57,1307.96,955.38,1675.79,2423.98,4043.01,5718.8
4/6/19,5,563.25,109.81,1861.04,3309.03,109.81,1456.42,1254.17,1861.04,1896.23,3418.84,5279.88
4/6/19,6,833.19,56.81,1773.77,3780.35,73.35,2347.98,921.07,1773.77,1435.35,3837.16,5610.93
4/6/19,7,902.35,83.18,1336.92,3419.06,118.89,2176.59,433.16,1336.92,1208.16,3502.24,4839.16
4/6/19,8,764.1,270.81,1112.14,4010.86,378.48,2139.29,314.01,1112.14,1797.93,4281.67,5393.81
4/6/19,9,1167.86,336.72,1414.18,2694.17,425.61,1491.51,212.87,1414.18,1147.22,3030.89,4445.07
4/6/19,10,1374.66,224.59,1666.13,1803.27,238.02,1368.52,297.45,1666.13,415.34,2027.86,3693.99
4/6/19,11,1490.22,121.06,1997.86,1652.36,123.01,1233.74,512.76,1997.86,411.55,1773.42,3771.28
4/6/19,12,1753.6,157.49,2196.94,2137.84,180.72,1147.88,444.5,2196.94,965.56,2295.33,4492.27
4/6/19,13,1989.26,113.26,2298.12,2276.26,157.55,1161.74,308.86,2298.12,1070.23,2389.52,4687.64
4/6/19,14,2084.42,140.85,2246.89,2301.75,180.16,1238.52,162.47,2246.89,1023.91,2442.6,4689.49
4/6/19,15,2117.97,253.57,2227.2,2337.6,286.4,1234.63,110.19,2227.2,1069.17,2591.17,4818.37
4/6/19,16,2104.76,336.02,2204.43,2153.67,369.68,1052.51,99.69,2204.43,1067.47,2489.69,4694.12
4/6/19,17,1963.36,303.85,2090.1,2447.47,353.24,1173.94,126.74,2090.1,1224.14,2751.32,4841.42
4/6/19,18,1569.13,257.18,1977.45,2560.29,312.07,1261.02,409.09,1977.45,1243.62,2817.47,4794.92
4/6/19,19,1215.94,231.66,1816.05,2983,291.76,1217.26,610.67,1816.05,1695.07,3214.66,5030.71
4/6/19,20,1399.88,172.62,2257.82,5122.64,229.44,1702.48,913.17,2257.82,3308.09,5295.26,7553.08
4/6/19,21,996.66,166.14,2500.17,6754.64,208.62,2096.57,1577.76,2500.17,4541.34,6920.78,9420.95
4/6/19,22,629.69,151.88,2287.98,7986.85,192.22,2608.64,1704.64,2287.98,5291.52,8138.73,10426.71
4/6/19,23,726.98,223.69,2198.97,8440.07,261.3,2887.32,1521.63,2198.97,5465.5,8663.76,10862.73
4/7/19,0,795.84,282.65,2478.47,8339.83,314.28,2763.65,1730.38,2478.47,5496.8,8622.48,11100.95
4/7/19,1,962.79,327.96,2619.84,7841.62,364.67,2390.42,1691.62,2619.84,5379.92,8169.58,10789.42
4/7/19,2,1358.3,290.32,3045.55,6863.3,326.7,2023.07,1677.12,3045.55,4813.98,7153.62,10199.17
4/7/19,3,1813.86,244.32,3215.69,5835.66,272.96,1864.82,1404.93,3215.69,3939.09,6079.98,9295.67
4/7/19,4,1960.08,278.72,3230.98,5844.18,297.67,1607.95,1266.13,3230.98,4222.05,6122.9,9353.88
4/7/19,5,2186.74,349.39,3126.73,5669.35,393.65,1507.22,854.71,3126.73,4203.16,6018.74,9145.47
4/7/19,6,1938.02,226.1,3388.03,4493.68,251.74,1434.03,1358.37,3388.03,3125.65,4719.78,8107.81
4/7/19,7,1061.94,106.3,2853.78,3948.96,109.48,1557.3,1758.94,2853.78,2421.39,4055.26,6909.04
4/7/19,8,982.98,72.8,2694.97,4178.87,94.43,2297.66,1712.19,2694.97,1859.38,4251.67,6946.64
4/7/19,9,1761.28,48.99,3031.71,3786.71,63.29,2392.66,1273.45,3031.71,1376.74,3835.7,6867.41
4/7/19,10,1912.07,128.67,2411.63,3721.9,137.74,2799.73,500.6,2411.63,912.06,3850.57,6262.2
4/7/19,11,768.24,326.83,1116.5,4017.12,345.92,3366.9,349.27,1116.5,630.12,4343.95,5460.45
4/7/19,12,67.55,293.36,381.12,3891.71,344.74,3349.36,313.75,381.12,490.79,4185.07,4566.19
4/7/19,13,66.5,102.98,558.55,3873.49,105.7,3196.39,506.87,558.55,659.55,3976.47,4535.02
4/7/19,14,657.73,67.69,1438.7,3900.24,67.69,2999.08,844.25,1438.7,837.89,3967.93,5406.63
4/7/19,15,803.36,182.86,1741.55,3317.9,182.86,2537.34,966.41,1741.55,752.34,3500.76,5242.31
4/7/19,16,750.27,186.48,1731.52,2961.79,186.48,2006.3,1010.83,1731.52,925.9,3148.27,4879.79
4/7/19,17,713.71,18.83,1572.85,2705.22,19.22,1477.39,860.03,1572.85,1226.56,2724.05,4296.9
4/7/19,18,459.03,32.5,1175.77,2314.93,36.93,980.16,709.87,1175.77,1337.19,2347.43,3523.2
4/7/19,19,252.81,92.08,754.31,2180.85,109.02,699.79,507.06,754.31,1458.56,2272.93,3027.24
4/7/19,20,200.72,89.89,728.61,2598.99,100.16,613.55,527.11,728.61,1975.95,2688.88,3417.49
4/7/19,21,240.46,172.8,1146.48,3084.87,185.23,634.23,893.53,1146.48,2450.7,3257.67,4404.15
4/7/19,22,219.31,223.63,1214.02,3636.58,231.01,621.35,950.95,1214.02,3051.6,3860.21,5074.23
4/7/19,23,104.76,249.89,1114.38,3306.9,250.12,568.65,980.35,1114.38,2767.29,3556.79,4671.17
4/8/19,0,216.12,158.96,1032.1,2933.05,169.99,469.93,836.44,1032.1,2431.63,3092.01,4124.11
4/8/19,1,343.5,76.02,1040.08,2676.35,98.32,468.37,719.07,1040.08,2163.18,2752.37,3792.45
4/8/19,2,246.22,76.53,941.91,1934.56,92.86,539.39,682.05,941.91,1392.49,2011.09,2953
4/8/19,3,104.86,87.88,840.2,1190.45,115.12,573.26,720.91,840.2,604.38,1278.33,2118.53
4/8/19,4,102.08,161.89,746.28,949.97,195.37,590.69,648.99,746.28,321.02,1111.86,1858.14
4/8/19,5,127.03,271.72,635.19,868.4,286.4,499.4,510.78,635.19,351.71,1140.12,1775.31
4/8/19,6,211.14,402.1,561.54,974.64,443.05,512.18,368.5,561.54,403.42,1376.74,1938.28
4/8/19,7,186.57,478.75,441.67,1069.77,554.72,415.24,309.99,441.67,523.67,1548.52,1990.19
4/8/19,8,143.07,429.88,306.08,897,474.71,364.18,206.8,306.08,444.19,1326.88,1632.96
4/8/19,9,77.43,173.77,133.09,550.65,196.03,297.4,85.6,133.09,201.04,724.42,857.51
4/8/19,10,72.7,123.6,115.17,467.39,131.94,322.66,55.19,115.17,123.68,590.99,706.16
4/8/19,11,94.56,138.26,124.4,393.56,148.88,271.99,32.4,124.4,108.39,531.82,656.22
4/8/19,12,57.5,340.47,98,518.05,387.23,263.1,48.02,98,200.66,858.52,956.52
4/8/19,13,16.81,479.59,57.97,609.21,542.01,245.92,50.77,57.97,291.27,1088.8,1146.77
4/8/19,14,25.64,442.79,107.09,604.42,494.14,252.5,95.27,107.09,286.76,1047.21,1154.3
4/8/19,15,73.11,362.29,132.68,482.15,389.35,224.42,71.11,132.68,219.12,844.44,977.12
4/8/19,16,130.96,297.41,149.42,520.12,307.21,278.41,33.72,149.42,216.65,817.53,966.95
4/8/19,17,150.29,205.62,191.43,715.14,215.33,393.01,46.66,191.43,306.91,920.76,1112.19
4/8/19,18,158.6,132.41,269.27,832.35,136.11,354.3,114.86,269.27,470.14,964.76,1234.03
4/8/19,19,177.64,74.55,280.29,1255.93,74.55,457.95,102.94,280.29,797.69,1330.48,1610.77
4/8/19,20,236.26,58.76,506.45,2516.99,58.76,904.67,269.71,506.45,1612.81,2575.75,3082.2
4/8/19,21,451.76,37.25,1121.37,4524.98,37.25,1536.74,664.37,1121.37,2993.49,4562.23,5683.6
4/8/19,22,615.33,27.96,1570.5,5939.39,27.96,2070.76,945.58,1570.5,3878.22,5967.35,7537.85
4/8/19,23,737.12,25.82,1859.79,6831.04,25.82,2568.2,1099.29,1859.79,4286.23,6856.86,8716.65
4/9/19,0,911.07,28.21,2171.04,7381.59,28.21,2935.35,1234.25,2171.04,4471.95,7409.8,9580.84
4/9/19,1,826.14,21.12,2168.74,7516.02,21.12,2966.75,1329.83,2168.74,4562.04,7537.14,9705.88
4/9/19,2,1009.15,30.95,2439.04,7628.15,30.95,3113.61,1425.6,2439.04,4518.82,7659.1,10098.14
4/9/19,3,1133.01,34.75,2525.22,7635.56,34.75,3172.37,1395.53,2525.22,4459.87,7670.31,10195.53
4/9/19,4,1005.94,49.41,2446.89,7474.55,49.9,2985.59,1458.44,2446.89,4470.98,7523.96,9970.85
4/9/19,5,1021.2,65.55,2408.48,7156.52,77.42,2605.02,1397.47,2408.48,4529.44,7222.07,9630.55
4/9/19,6,961.17,87.58,2338.98,6996.28,112.57,2154.77,1399.57,2338.98,4794.76,7083.86,9422.84
4/9/19,7,935.34,139.52,2313.93,6972.83,180.55,1975.8,1408.45,2313.93,4926.12,7112.35,9426.28
4/9/19,8,674.48,202.36,1875.31,6528.19,254.2,1716.38,1268.26,1875.31,4692.56,6730.55,8605.86
4/9/19,9,258.81,162.86,1076.51,4542.23,188.91,1303.9,867.38,1076.51,3162.62,4705.09,5781.6
4/9/19,10,225.58,170.9,953.35,4226.6,197.99,1309.15,746.06,953.35,2872.06,4397.5,5350.85
4/9/19,11,108.17,186.49,883.9,4442.11,229.2,1255.01,765.89,883.9,3154.25,4628.6,5512.5
4/9/19,12,61.03,243.92,949.2,4994.77,302.39,1286.21,852.33,949.2,3685.92,5238.69,6187.89
4/9/19,13,69.74,325.38,1033.52,5789.08,396.38,1497.58,941.84,1033.52,4242.44,6114.46,7147.98
4/9/19,14,74.69,417.16,969.8,6431.86,501.35,1786.32,878.96,969.8,4577.5,6849.02,7818.82
4/9/19,15,85.58,524.96,822.85,6882.01,623.28,2175.51,729.68,822.85,4615.76,7406.97,8229.82
4/9/19,16,272.77,617.96,1006.54,7293.85,718.87,2670.83,708.14,1006.54,4547.75,7911.81,8918.35
4/9/19,17,314.25,660.53,1019.85,7390.89,762.94,2863.19,668.55,1019.85,4462.34,8051.42,9071.27
4/9/19,18,440.99,697.79,1248.99,7642.78,805.78,2949.67,792.47,1248.99,4600.66,8340.57,9589.56
4/9/19,19,985.17,807.58,2137.99,7441.19,916.1,2894.92,1142.72,2137.99,4447.84,8248.77,10386.76
4/9/19,20,1107.73,926.43,3261.39,9633.96,1057.34,3299.55,2164.05,3261.39,6193.1,10560.39,13821.78
4/9/19,21,1345.75,986.64,3883.45,11479.83,1115.23,3302.06,2524.4,3883.45,8062.48,12466.47,16349.92
4/9/19,22,1467.25,1035.65,4046.66,12431.33,1171.37,3455.92,2559.38,4046.66,8859.72,13466.98,17513.64
4/9/19,23,1416.97,1040.96,4087.19,12282.21,1177.07,3501.52,2648.7,4087.19,8666.11,13323.17,17410.36
4/10/19,0,1408.85,998.09,4093.82,12063.88,1133.63,3549.11,2667.7,4093.82,8396.5,13061.97,17155.79
4/10/19,1,1398.32,948.16,4022.25,11666.8,1083.1,3421.97,2605.41,4022.25,8128.41,12614.96,16637.21
4/10/19,2,1200.87,934.01,3862.04,11122.78,1067.27,3370.49,2643.24,3862.04,7636.96,12056.79,15918.83
4/10/19,3,1193.66,932.34,3759.57,10837.78,1063.74,3375.06,2547.89,3759.57,7349.34,11770.12,15529.69
4/10/19,4,1198.53,923.41,3762.16,10915.92,1054.62,3341.21,2545.88,3762.16,7461.24,11839.33,15601.49
4/10/19,5,1348.3,943.3,3989.34,11625.99,1074.62,3353.18,2621.04,3989.34,8161.49,12569.29,16558.63
4/10/19,6,1526.49,999.43,4157.49,11896.14,1128.17,3218.4,2619.48,4157.49,8560.52,12895.57,17053.06
4/10/19,7,1526.46,1014.12,4123.43,11747.64,1146.11,3174.16,2615.8,4123.43,8422.65,12761.76,16885.19
4/10/19,8,1488.72,996.67,3879.81,11018.65,1121.84,3052.68,2413.01,3879.81,7818.86,12015.32,15895.13
4/10/19,9,1468.8,968.21,3318.19,9547.23,1079.88,2752.57,1905.69,3318.19,6626.68,10515.44,13833.63
4/10/19,10,1463.75,976.99,3158.59,9059.07,1088.87,2825.94,1794.51,3158.59,6021.58,10036.06,13194.65
4/10/19,11,1467.9,1001.34,3333.01,9953.01,1120.52,3463.24,1954.82,3333.01,6280.89,10954.35,14287.36
4/10/19,12,1503.58,923.54,3429.1,10783.64,1040.48,3488.45,2010.69,3429.1,7093.09,11707.18,15136.28
4/10/19,13,1535.62,797.99,3684.41,11026.94,920.19,3373.05,2208.63,3684.41,7471.85,11824.93,15509.34
4/10/19,14,1632.78,847.08,3911.41,10596.98,965.53,2497.18,2330.14,3911.41,7929.83,11444.06,15355.47
4/10/19,15,1692.94,890.58,4086.75,10195.26,1010.13,1735.96,2421.36,4086.75,8312.19,11085.84,15172.59
4/10/19,16,1770.92,915.17,4209.48,9883.38,1035.49,1060.97,2444.97,4209.48,8695.67,10798.55,15008.03
4/10/19,17,1748.45,983.44,4188.43,9676.04,1100.63,852.08,2443.22,4188.43,8703.53,10659.48,14847.91
4/10/19,18,1754.38,986.18,4319.87,9349.57,1101.2,973.82,2568.3,4319.87,8257.94,10335.75,14655.62
4/10/19,19,1741.53,969.76,4475.02,9537.14,1087.49,2068.13,2747.96,4475.02,7336.81,10506.9,14981.92
4/10/19,20,1707,978.29,4354.47,10821.93,1103.83,3180.49,2662.66,4354.47,7500.7,11800.22,16154.69
4/10/19,21,1706.9,990.65,4267.61,11621.61,1121.19,3557.06,2565.94,4267.61,7928.78,12612.26,16879.87
4/10/19,22,1694.43,1000.45,4258.3,11611.64,1131.11,3468.93,2569.62,4258.3,8006.3,12612.09,16870.39
4/10/19,23,1651.46,962.83,4170.88,11134.62,1080.16,3160.66,2497.13,4170.88,7878.91,12097.45,16268.33
4/11/19,0,1624.21,789.76,4016.76,10792.12,873.16,3173.61,2451.85,4016.76,7475.81,11581.88,15598.64
4/11/19,1,1609.79,768.96,3978.78,9893.25,866.39,3308.31,2455.62,3978.78,6400.86,10662.21,14640.99
4/11/19,2,1608.2,702.74,4062.75,9643.72,816.13,3268.65,2466.35,4062.75,6249.88,10346.46,14409.21
4/11/19,3,1617.31,645.76,3791.56,9308.45,772.49,3121.79,2202.33,3791.56,6031.86,9954.21,13745.77
4/11/19,4,1606.79,770.81,3581.47,9533.99,895.22,3233.34,1978.41,3581.47,6172.5,10304.8,13886.27
4/11/19,5,1599.06,746.29,3756.23,9478.32,873.59,3113.46,2148.77,3756.23,6245.96,10224.61,13980.84
4/11/19,6,1552.72,681.8,2964.5,9719.22,801.71,2993.24,1391.13,2964.5,6626.72,10401.02,13365.52
4/11/19,7,1186.94,712.78,2349.89,8604.16,820.12,2854.98,1174.92,2349.89,5629.86,9316.94,11666.83
4/11/19,8,1046.61,674.78,1744.62,8002.84,779.7,2962.38,696.66,1744.62,4936.89,8677.62,10422.24
4/11/19,9,864.09,700.63,1699.74,8378.4,812.92,3268.69,828.32,1699.74,5004.75,9079.03,10778.77
4/11/19,10,686.04,682.86,2188.04,8325.89,783,3180.59,1484.91,2188.04,5062.25,9008.75,11196.79
4/11/19,11,439.69,644.27,2390.63,6939.76,737.85,2700.02,1896.33,2390.63,4200.76,7584.03,9974.66
4/11/19,12,1004.92,554.21,3008.12,5621.85,639.13,2388.73,1939.88,3008.12,3211.53,6176.06,9184.18
4/11/19,13,1557.55,418.61,3414.51,4648.01,466.96,1884.97,1780.86,3414.51,2790.79,5066.62,8481.13
4/11/19,14,1634.19,358.94,3321.51,4295.26,396.05,1438.59,1620.62,3321.51,2886.28,4654.2,7975.71
4/11/19,15,1704.51,298.08,3239.44,3833.8,332.3,1061.08,1460.28,3239.44,2813.14,4131.88,7371.32
4/11/19,16,1661.57,338.79,3102.81,2956.71,372.54,670.09,1397.61,3102.81,2296.51,3295.5,6398.31
4/11/19,17,1492.24,463.37,2754.68,2433.69,496.33,449.05,1211.1,2754.68,2003.04,2897.06,5651.74
4/11/19,18,1058.57,470.16,2123.6,2354.04,494.29,343.63,1022.82,2123.6,2028.49,2824.2,4947.8
4/11/19,19,542.34,346.28,1500.89,2575.1,359.87,347.68,905.07,1500.89,2267.32,2921.38,4422.27
4/11/19,20,252.01,341.4,1458.71,2943.5,364.05,409.32,1121.37,1458.71,2596.87,3284.9,4743.61
4/11/19,21,256.32,440.25,1593.03,4041.76,455.06,847.59,1307.77,1593.03,3208.3,4482.01,6075.04
4/11/19,22,288.12,543.1,1407.38,4444.74,564.56,1168.6,1138.7,1407.38,3235.24,4987.84,6395.22
4/11/19,23,284.43,533.99,1284.22,5210.05,552.79,1824.76,1030.22,1284.22,3336.06,5744.04,7028.26
4/12/19,0,180.36,472.66,1270.12,6054.31,493.4,2089.96,1145.56,1270.12,3887.82,6526.97,7797.09
4/12/19,1,117.57,480.35,1428.84,5988.92,503.4,1955.24,1355.71,1428.84,3966.19,6469.27,7898.11
4/12/19,2,104.81,408.05,1079.6,5683.88,422.48,1649.83,970.3,1079.6,4024.11,6091.93,7171.53
4/12/19,3,61.33,357.45,866,6324.92,370.98,1414.77,774.65,866,4926.65,6682.37,7548.37
4/12/19,4,147.75,394.37,1032.55,6693.24,411.15,1400.87,907.52,1032.55,5252.87,7087.61,8120.16
4/12/19,5,237.63,449.37,1284.46,6700.93,476.8,1386.05,1083.06,1284.46,5251.23,7150.3,8434.76
4/12/19,6,283.66,570.56,1449.09,6556.67,613.72,1402.4,1143.52,1449.09,5133.03,7127.23,8576.32
4/12/19,7,372.1,642.13,1446.62,6787.52,677.15,1521.27,1024.84,1446.62,5280.91,7429.65,8876.27
4/12/19,8,395.54,574.65,1222.81,6171.86,613.92,1390.31,821.73,1222.81,4747.82,6746.51,7969.32
4/12/19,9,383.71,463.3,1093.01,5356.31,492.76,1142.56,683.56,1093.01,4210.03,5819.61,6912.62
4/12/19,10,481,476.75,1222.6,5482.28,503.88,1396.95,666.84,1222.6,4132.97,5959.03,7181.63
4/12/19,11,468.34,454.52,1125.78,5515.73,488.44,1966.53,594.21,1125.78,3578.51,5970.25,7096.03
4/12/19,12,504.28,466.07,1185.99,5483.43,513.74,2172.28,627.4,1185.99,3317.8,5949.5,7135.49
4/12/19,13,603.73,327.75,1448.91,5638.06,364.07,2166.89,768.9,1448.91,3511.13,5965.81,7414.72
4/12/19,14,649.76,220.64,1679.98,5947.41,256.02,2105.63,957.75,1679.98,3878.87,6168.05,7848.03
4/12/19,15,770.28,193.12,2046.57,6301.67,224.25,2157.35,1207.22,2046.57,4182.25,6494.79,8541.36
4/12/19,16,855.76,277.18,2359.15,6447.62,307.08,2024.55,1447.96,2359.15,4448.61,6724.8,9083.95
4/12/19,17,702.4,412.51,2399.53,6627.43,445.15,1837.76,1662.3,2399.53,4791.87,7039.94,9439.47
4/12/19,18,666.91,537.4,2382.05,6874.05,580.32,1908.95,1680.83,2382.05,4956.5,7411.45,9793.5
4/12/19,19,589.59,532.08,2323.13,6984.93,578.22,1861.03,1713.29,2323.13,5098.02,7517.01,9840.14
4/12/19,20,320.34,537.36,2125.86,7714.63,593.88,1536.59,1779.85,2125.86,6147.2,8251.99,10377.85
4/12/19,21,278.58,616.2,2238.25,9718.43,682.26,1942.16,1928.72,2238.25,7741.15,10334.63,12572.88
4/12/19,22,348.93,631.84,2278.44,11230.07,729.44,3126.48,1952.71,2278.44,7982.79,11861.91,14140.35
4/12/19,23,357.22,698.1,2231.81,11544.57,806.68,3459.91,1876,2231.81,7974.67,12242.67,14474.48
4/13/19,0,250.55,664.96,2073.39,11579.78,780.41,3224.55,1790.29,2073.39,8272.34,12244.74,14318.13
4/13/19,1,366.6,632.5,2014.3,11309.87,715.83,2652.15,1590.39,2014.3,8631.68,11942.37,13956.67
4/13/19,2,461.94,519.98,1832.61,10963.09,628.47,2231.16,1314.21,1832.61,8679.89,11483.07,13315.68
4/13/19,3,436.75,532.54,1487.43,10954.18,660.42,1990.93,1032.86,1487.43,8853.19,11486.72,12974.15
4/13/19,4,411.4,676.2,1446.72,10278.18,807.74,1535.51,1020.4,1446.72,8626.05,10954.38,12401.1
4/13/19,5,326.15,728.8,1315.33,10056.81,839.49,1189.75,977.75,1315.33,8767.8,10785.61,12100.94
4/13/19,6,189.39,686.41,1103.05,9225.12,774.54,974.42,847.76,1103.05,8228.47,9911.53,11014.58
4/13/19,7,208.59,663.84,1098.29,9479.14,774.35,933.94,822.95,1098.29,8501.45,10142.98,11241.27
4/13/19,8,157.15,689.6,1039.44,9932.33,804.45,1454.24,923.43,1039.44,8322.1,10621.93,11661.37
4/13/19,9,295.9,723.75,1257.09,10766.3,842.67,2145.97,880.5,1257.09,8582.1,11490.05,12747.14
4/13/19,10,441.06,835.97,1622.26,11406.08,936.1,2841.49,1071.9,1622.26,8573.75,12242.05,13864.31
4/13/19,11,437.11,671.54,2362.89,11371.36,777.67,2941.21,1931.81,2362.89,8318.01,12042.9,14405.79
4/13/19,12,755.56,689.83,3229.91,11511.63,798.12,3077.96,2477.82,3229.91,8321.9,12201.46,15431.37
4/13/19,13,1704.3,669.34,4509.97,11669.33,760.72,3257.75,2679.06,4509.97,8446.8,12338.67,16848.64
4/13/19,14,2222.75,667.71,5039.41,11560.92,772.25,3139.67,2677.23,5039.41,8456.14,12228.63,17268.04
4/13/19,15,2450.27,937.93,5243.41,11206.95,1052.72,3002.17,2658.64,5243.41,8224.49,12144.88,17388.29
4/13/19,16,2396.68,990.25,5153.74,11499.31,1113.54,2887.77,2653.45,5153.74,8591.86,12489.56,17643.3
4/13/19,17,2309.06,977.5,5034.62,12192.29,1107.17,2740.18,2741.69,5034.62,9306.31,13169.79,18204.41
4/13/19,18,2132.13,910.54,4818.9,11772.39,1042.08,2352.8,2700.95,4818.9,9273.88,12682.93,17501.83
4/13/19,19,1972.15,953.59,4689.83,10697.53,1085.39,1673.5,2733.75,4689.83,8876.16,11651.12,16340.95
4/13/19,20,1795.93,977.67,4297.35,9239.42,1111.68,896.37,2527.56,4297.35,8182.9,10217.09,14514.44
4/13/19,21,1749.09,981.01,4212.43,7799.16,1113.93,786.24,2501.26,4212.43,6842.06,8780.17,12992.6
4/13/19,22,1829.57,992.36,4350.53,6545.72,1126.03,679.15,2571.38,4350.53,5682.47,7538.08,11888.61
4/13/19,23,1794.48,999.1,4167.55,5373.97,1132.14,651.21,2424.73,4167.55,4538.06,6373.07,10540.62
4/14/19,0,1939.7,993.65,3885.58,3974.48,1126.93,666.34,2004.15,3885.58,3116.59,4968.13,8853.71
4/14/19,1,2077.3,984.95,3645.25,3027.84,1112.05,523.61,1609.97,3645.25,2335.12,4012.79,7658.04
4/14/19,2,1887.14,903.28,3262.47,2394.66,1011.66,473.59,1337.47,3262.47,1850.55,3297.94,6560.41
4/14/19,3,1815.45,780.85,3109.62,2276.94,871.93,427.77,1266.61,3109.62,1785.64,3057.79,6167.41
4/14/19,4,1710.58,688.52,2988.6,2696.58,774.67,405.6,1267.37,2988.6,2215.47,3385.1,6373.7
4/14/19,5,1639,740.13,2991.05,3220.88,857.6,531.19,1361.93,2991.05,2562.34,3961.01,6952.06
4/14/19,6,1511.14,815.76,2672.36,3208.17,935.31,593.79,1226.3,2672.36,2429.74,4023.93,6696.29
4/14/19,7,1553.79,734.27,2574.84,3354.42,844.38,1003.05,1089.36,2574.84,2172.95,4088.69,6663.53
4/14/19,8,1722.55,560.79,2562.9,3105.45,626.61,1214.35,879.63,2562.9,1786.02,3666.24,6229.14
4/14/19,9,1708.06,329.71,2483.15,2007.85,348.79,927.63,800.56,2483.15,1035.67,2337.56,4820.71
4/14/19,10,1231.85,240.46,1741.81,2506.98,252.06,1594.9,523.83,1741.81,886.6,2747.44,4489.25
4/14/19,11,851.31,237.16,1069.63,3238.02,254.15,2086.83,222.92,1069.63,1129.6,3475.18,4544.81
4/14/19,12,605.53,164.33,742.67,4127.21,168.6,2362.77,137.16,742.67,1760.15,4291.54,5034.21
4/14/19,13,404.68,104.62,603.59,5081.58,113.29,2602.78,198.86,603.59,2470.17,5186.2,5789.79
4/14/19,14,274.69,96.31,496.76,5747.26,100.02,2799.75,228.06,496.76,2937.82,5843.57,6340.33
4/14/19,15,168.8,117.12,439.22,6259.7,121.59,2859.14,271.78,439.22,3394.73,6376.82,6816.04
4/14/19,16,80.01,95.65,417.36,6996.35,108.01,2958.7,341.91,417.36,4020.73,7092,7509.36
4/14/19,17,57.86,107.32,457.61,7319.04,129.21,3082.15,395.22,457.61,4219.52,7426.36,7883.97
4/14/19,18,167.65,95.24,487.75,7047.52,113.32,3237.59,303.57,487.75,3808.38,7142.76,7630.51
