date,hour_beginning,coastal,lz_north,lz_south_houston,lz_west,north,panhandle,south,south_houston,west,west_north,all
12/20/20,8,146.37,207.71,753.66,10493.81,214.9,1935.55,736.16,753.66,8422.22,10701.52,11455.18
12/20/20,9,36.65,160.53,463.14,6302.02,172.51,991.4,533.31,463.14,5191.82,6462.55,6925.69
12/20/20,10,3.32,121.05,253.06,3454.97,126.68,392.73,266.8,253.06,3039.56,3576.02,3829.08
12/20/20,11,1.1,143.07,221.92,2441.98,146.7,181.14,256.22,221.92,2221.82,2585.05,2806.97
12/20/20,12,0.42,157.01,222.73,1440.12,170.34,147.3,277.9,222.73,1223.91,1597.13,1819.86
12/20/20,13,11.71,123.95,180.44,953.61,139.23,370.23,213.45,180.44,523.38,1077.56,1258
12/20/20,14,30.02,94.86,191.55,1161.71,107.12,798.84,173.61,191.55,338.53,1256.57,1448.12
12/20/20,15,72.17,70.26,190.3,1827.86,76.76,1527.52,108.99,190.3,302.98,1898.12,2088.42
12/20/20,16,126.54,47.09,238.64,2493.71,49.08,2069.68,107.6,238.64,426.54,2540.8,2779.44
12/20/20,17,271.95,21.68,318.67,2710.68,26.09,2063.74,43.15,318.67,646.11,2732.36,3051.03
12/20/20,18,409.34,15.5,475.51,3561.04,18.4,2494.25,53.88,475.51,1076.17,3576.54,4052.05
12/20/20,19,487.26,11.95,567.66,4258.53,14.38,2637,73.04,567.66,1626.46,4270.48,4838.14
12/20/20,20,484.87,19.55,602.37,5425.05,21.12,2662.12,122.61,602.37,2756.25,5444.6,6046.97
12/20/20,21,564.16,45.36,753.44,7112.77,48.57,2667.94,197.27,753.44,4433.63,7158.13,7911.57
12/20/20,22,640.13,71.26,996.73,8759.05,86.94,2680,356.23,996.73,6063.73,8830.31,9827.04
12/20/20,23,600.03,82.75,1189.64,9891.47,111.19,2677.21,606.78,1189.64,7168.64,9974.22,11163.86
12/21/20,0,465.45,194.52,1086.16,10137.43,234.99,2554.25,642.25,1086.16,7521.19,10331.95,11418.11
12/21/20,1,303.29,317.51,914.52,10261.91,397.96,2477.7,649.04,914.52,7665.96,10579.42,11493.94
12/21/20,2,208.76,358.94,779.4,10281.86,464.78,2318.02,680.71,779.4,7747.92,10640.8,11420.2
12/21/20,3,149.78,454.46,749.98,10088.06,569.19,1887.42,748.01,749.98,7938.1,10542.52,11292.5
12/21/20,4,142.15,634.73,866.07,9612.64,758.01,1407.33,839.67,866.07,7966.28,10247.37,11113.44
12/21/20,5,78.29,782.72,734.24,8381.16,870.93,893.68,832.67,734.24,7222.55,9163.88,9898.12
12/21/20,6,94.13,857.17,793.59,7435.75,936.39,641.46,804.65,793.59,6609.87,8292.92,9086.51
12/21/20,7,101.21,901.96,789.46,6889.84,978.24,789.61,801.47,789.46,5910.74,7791.8,8581.26
12/21/20,8,99.09,813.22,744.09,6022.09,871.04,916.97,800.91,744.09,4891.39,6835.31,7579.4
12/21/20,9,67.75,548.83,592.44,3982.42,582.31,1051.38,630.04,592.44,2792.21,4531.25,5123.69
12/21/20,10,204.63,271.23,621.61,2740.38,274.46,1274.09,465.63,621.61,1414.41,3011.61,3633.22
12/21/20,11,407.08,199.66,921.21,2374.9,209.42,1192.54,566.43,921.21,1120.32,2574.56,3495.77
12/21/20,12,402.76,203.37,930.29,2083.65,204.49,1118.31,530.86,930.29,960.9,2287.02,3217.31
12/21/20,13,486.91,92.18,990.27,1635.32,92.18,1046.75,492.89,990.27,599.05,1727.5,2717.77
12/21/20,14,725.14,56.65,1268.17,1471.88,56.65,1033.61,526,1268.17,455.31,1528.53,2796.7
12/21/20,15,1110.35,59.85,1719.05,1136.74,59.85,803.05,568.11,1719.05,374.27,1196.59,2915.64
12/21/20,16,1471.64,74.96,2196.59,1149.11,75.37,639.54,690.84,2196.59,543.28,1224.07,3420.66
12/21/20,17,1591.57,110.45,2395.93,1869.43,110.56,678.86,779.06,2395.93,1215.76,1979.88,4375.81
12/21/20,18,1562.59,169.41,2622.76,2836.12,175.55,968.37,1064.65,2622.76,1857.14,3005.53,5628.29
12/21/20,19,1573.03,264.51,3360.64,4120.34,283.32,1327.39,1858.92,3360.64,2702.83,4384.85,7745.49
12/21/20,20,1549.23,485.27,3569.44,5470.96,525.13,1634.45,2079.66,3569.44,3737.21,5956.23,9525.67
12/21/20,21,1654.8,672.68,3734.17,6785.31,725.42,1790.13,2147.1,3734.17,4874.71,7457.99,11192.16
12/21/20,22,1694.97,851.25,3853.38,8169.68,914.83,1601.24,2254.29,3853.38,6408.99,9020.93,12874.31
12/21/20,23,1516.97,939.81,3706.1,9528.45,992.74,1420.31,2315.02,3706.1,7929.31,10468.26,14174.36
12/22/20,0,1398.11,974.73,3622.26,9617.81,1078.9,1264.67,2392.71,3622.26,8080.4,10592.54,14214.8
12/22/20,1,1308.78,936.43,3790.91,9542.77,1037.26,1303,2668.5,3790.91,7952.57,10479.2,14270.11
12/22/20,2,1116.37,844,3618.45,10049.36,932.38,1671.4,2718.73,3618.45,8072.93,10893.36,14511.81
12/22/20,3,1033.25,816.53,3418.55,10207.83,881.64,1943.33,2566.57,3418.55,8018.12,11024.36,14442.91
12/22/20,4,714.6,788.4,2951.1,10596.11,851.2,2235.27,2419.89,2951.1,8114.65,11384.51,14335.61
12/22/20,5,609.39,817.24,2762.52,11134.5,881.92,2512.23,2399.82,2762.52,8310.89,11951.74,14714.26
12/22/20,6,686.61,885.24,2889.6,11900.06,972.62,2723.18,2451.44,2889.6,8841.04,12785.3,15674.9
12/22/20,7,826.17,905.57,3019.14,12852.63,994.31,2890.4,2423.35,3019.14,9643.11,13758.2,16777.34
12/22/20,8,879.99,876.32,2823.33,13450.84,961.42,3200.43,2173.32,2823.33,9935.32,14327.16,17150.49
12/22/20,9,909.77,752.4,2355.78,12610.6,826.17,3123.32,1716.36,2355.78,9143.17,13363,15718.78
12/22/20,10,1511.59,635.93,3324.74,12702,686.41,3037.24,2101.97,3324.74,9325.46,13337.93,16662.67
12/22/20,11,2046.03,723.53,4337.6,13833.61,770.61,3201.41,2566.77,4337.6,10309.92,14557.14,18894.74
12/22/20,12,2209.62,791.13,4604.78,14476.29,890.37,3113.75,2668.16,4604.78,10990.31,15267.42,19872.2
12/22/20,13,2275.09,790.94,4545.3,14447.56,920.08,3107.27,2546.57,4545.3,10934.78,15238.5,19783.8
12/22/20,14,2496.63,840.3,4723.02,14426.56,973.76,3123.25,2486.57,4723.02,10909.67,15266.86,19989.88
12/22/20,15,2636.29,835.44,5068.05,14211.17,967.77,3118.76,2680.56,5068.05,10711.28,15046.61,20114.66
12/22/20,16,2632.36,789.82,5167.56,14552,922.89,3122.23,2789.39,5167.56,11042.51,15341.82,20509.38
12/22/20,17,2377.26,775.62,4667.21,15889.25,903.04,3192.06,2563.79,4667.21,12295.92,16664.87,21332.08
12/22/20,18,1923.99,909.92,4157.83,16366.07,1026.29,3281,2511.25,4157.83,12691.3,17275.99,21433.82
12/22/20,19,1905.22,951.53,4311.54,16445.01,1069.24,3161.12,2660.95,4311.54,12911.55,17396.54,21708.08
12/22/20,20,2009.72,968.47,4464.64,16433.47,1100.19,3121.89,2730.74,4464.64,12904.03,17401.94,21866.58
12/22/20,21,1954.4,941.37,4539.95,16290.94,1076.38,3127.58,2844.32,4539.95,12769.57,17232.31,21772.26
12/22/20,22,1977.57,917.31,4650.74,15715.23,1055.44,3116.92,2942.49,4650.74,12190.85,16632.54,21283.28
12/22/20,23,2270.54,922.01,4959.72,14606.56,1058.39,3115.19,2925.57,4959.72,11118.6,15528.57,20488.29
12/23/20,0,2345.51,907.28,5022.85,13847.82,1045.86,3114.64,2888.56,5022.85,10383.38,14755.1,19777.95
12/23/20,1,2029.5,909.15,4682.79,13586.05,1047.36,3117.58,2886.05,4682.79,10097.49,14495.2,19177.99
12/23/20,2,1914.61,937.96,4471.66,13389.34,1073.15,3115.28,2801.89,4471.66,9894.03,14327.3,18798.96
12/23/20,3,1856.01,961.21,4282.7,13130.68,1092.89,3080.44,2666.17,4282.7,9679.09,14091.89,18374.59
12/23/20,4,1742.89,885.14,4053.49,13427.04,1012.24,3112.33,2561.18,4053.49,9937.04,14312.18,18365.67
12/23/20,5,1926.18,833.04,4075.91,13852.59,940.38,3118.67,2404.62,4075.91,10371.7,14685.63,18761.54
12/23/20,6,1693.42,1031.21,3550.41,14357.22,1134.57,3216.92,2125.47,3550.41,10768.47,15388.43,18938.84
12/23/20,7,1468.49,993.09,2615.53,13627.88,1102.15,3277.33,1415.22,2615.53,9973.31,14620.97,17236.5
12/23/20,8,1191.11,878.54,1977.9,13257.2,985.72,3128.46,1013.12,1977.9,9795.22,14135.74,16113.64
12/23/20,9,1223.13,836.31,1769.54,12474.31,958.82,3058.62,687.88,1769.54,9151.7,13310.62,15080.16
12/23/20,10,1375.63,789.29,1981.97,13194.84,920.19,3313.68,721.85,1981.97,9634.74,13984.13,15966.1
12/23/20,11,1478.67,745.39,2239.4,13814.42,876.17,3250.6,967.58,2239.4,10226.19,14559.81,16799.21
12/23/20,12,1513.67,760.1,2186.74,13683.2,895.22,3176.98,885.78,2186.74,10158.37,14443.3,16630.04
12/23/20,13,1410.72,744.21,2098.03,13561.91,879.49,3061.48,851.28,2098.03,10201.18,14306.12,16404.15
12/23/20,14,1030.98,876.95,1798.2,13957.84,1010.49,3152.77,959.04,1798.2,10479.71,14834.79,16632.99
12/23/20,15,890.39,1000.88,1754.08,14921.6,1136.65,3172.83,1153.9,1754.08,11322.8,15922.48,17676.56
12/23/20,16,1174.37,1105.05,2055.23,15282.14,1241.62,3102.01,1197.12,2055.23,11727.3,16387.19,18442.42
12/23/20,17,1005.66,1066.08,2076.89,15944.13,1198.37,3094.58,1398.73,2076.89,12389.76,17010.21,19087.1
12/23/20,18,728.05,1079.22,2156.57,16125.56,1214.39,3003.8,1755.81,2156.57,12659.3,17204.78,19361.35
12/23/20,19,592.28,1170.51,2099.83,16335.92,1308.73,2677.77,1828.75,2099.83,13198.72,17506.43,19606.26
12/23/20,20,382.5,1197.81,2035.96,16190.3,1335.98,2394.27,1858.57,2035.96,13452.75,17388.11,19424.07
12/23/20,21,607.8,1141.52,2022.96,14719.8,1279.95,1810.58,1617.27,2022.96,12568.68,15861.32,17884.28
12/23/20,22,1340.08,1094.3,2684.55,12572.39,1219.8,1512.79,1555.89,2684.55,10722.67,13666.69,16351.24
12/23/20,23,1745.28,1125.19,3912.47,10413.67,1256.75,1345.36,2374.71,3912.47,8729.23,11538.86,15451.33
12/24/20,0,2127.02,1083.86,4799.03,9756.36,1204.5,1652.92,2856.16,4799.03,7798.66,10840.22,15639.25
12/24/20,1,2438.51,1063.03,5114.43,9486.64,1186.13,2004.3,2807.3,5114.43,7227.85,10549.67,15664.1
12/24/20,2,2786.16,1040.61,5342.34,9801.41,1172.99,2339.81,2709.5,5342.34,7175.9,10842.02,16184.36
12/24/20,3,2650.15,1008.61,5136.09,9389.8,1135.87,2692.78,2672.02,5136.09,6383.68,10398.41,15534.5
12/24/20,4,2601.26,993.22,4883.92,8832.17,1115.2,3184.95,2424.83,4883.92,5383.06,9825.39,14709.31
12/24/20,5,2726.67,850.48,4746.28,8597.23,959.07,3205.84,2112.5,4746.28,5189.91,9447.71,14193.99
12/24/20,6,2926.71,721.33,4856.96,9165.11,846.65,3213.12,2037.28,4856.96,5719.63,9886.44,14743.4
12/24/20,7,2988.34,692.18,4957.39,9603.5,806.02,3229.06,2071.79,4957.39,6157.86,10295.68,15253.07
12/24/20,8,3000.48,558.55,4952.93,10355.57,636.57,3166.63,2025.64,4952.93,7037.73,10914.12,15867.05
12/24/20,9,3059.49,321.79,5020.36,8846.25,350.71,3089.24,2054.17,5020.36,5634.8,9168.04,14188.4
12/24/20,10,2894.72,408.15,4857.76,9957.03,421.61,2927.19,2117.35,4857.76,6862.06,10365.18,15222.94
12/24/20,11,2663.79,601.29,4478.75,11890.87,650.93,2769.26,2001.59,4478.75,8885.33,12492.16,16970.91
12/24/20,12,2246.36,725.29,3945.56,13294.58,818.65,2805.85,1900.23,3945.56,10194.35,14019.87,17965.43
12/24/20,13,2069.35,781.09,3714.49,13020.63,902.98,2840.38,1872.1,3714.49,9831.39,13801.72,17516.21
12/24/20,14,2211.42,750.23,3934.82,12310.86,869.65,2998.26,1894.71,3934.82,9021.87,13061.09,16995.91
12/24/20,15,2485.13,806.7,4436.93,11524.95,932.96,2913.44,2083.46,4436.93,8353.59,12331.65,16768.58
12/24/20,16,2494.1,854.16,4274.44,10906.35,972.37,2760.33,1901.93,4274.44,7906.23,11760.51,16034.95
12/24/20,17,1594.66,680.14,2704.94,7294.35,779.05,1805.6,1175.73,2704.94,5324.38,7974.49,10679.43
12/24/20,18,896.46,665.34,1774.6,6620.26,778.83,1629.23,952.87,1774.6,4802.81,7285.6,9060.2
12/24/20,19,648.78,767.9,1441.83,6783.81,896.28,1678.86,891.26,1441.83,4878.35,7551.71,8993.54
12/24/20,20,486.03,874.37,1040.64,6305.01,1004.26,1407.7,666.65,1040.64,4655.37,7179.38,8220.02
12/24/20,21,477.34,913.55,835.71,6504.13,1046.98,1407.01,517.86,835.71,4804.21,7417.68,8253.39
12/24/20,22,470.97,860.78,790.42,7163.68,957.65,1777.5,534.46,790.42,5074.3,8024.46,8814.88
12/24/20,23,652.26,779.69,1181.34,8243.57,857.8,2133.01,772.25,1181.34,5789.28,9023.26,10204.6
12/25/20,0,718.93,630.45,1586.58,8728.61,701.21,2330.06,1100.68,1586.58,6094.76,9359.06,10945.64
12/25/20,1,907.08,613.13,1891,9184.55,676.31,2381.3,1205.44,1891,6518.54,9797.68,11688.68
12/25/20,2,1124.19,594.12,1902.12,9088.05,616.88,2288.76,978.91,1902.12,6575.55,9682.17,11584.29
12/25/20,3,1339.44,469.97,2261.44,8800.44,474.18,2106.9,1129,2261.44,6482.33,9270.41,11531.85
12/25/20,4,1345.74,427.29,2386.26,7998.3,431.1,1699.08,1245.23,2386.26,6090.71,8425.59,10811.85
12/25/20,5,1500.97,252.38,2455.66,6725.63,256.23,1127.47,1078.64,2455.66,5470.36,6978.01,9433.67
12/25/20,6,1514.8,142.53,2362.9,5325.79,143.04,624.94,916.4,2362.9,4632.05,5468.32,7831.22
12/25/20,7,1432.35,63.82,2057.85,4387.85,63.82,572.48,674.66,2057.85,3766.21,4451.67,6509.52
12/25/20,8,1062.5,47.87,1539.6,3997.69,48.32,717.96,534.22,1539.6,3222.17,4045.56,5585.16
12/25/20,9,354.37,18.61,640.19,2628.92,19.59,907.28,308.76,640.19,1697.73,2647.53,3287.72
12/25/20,10,194.42,16.1,358.28,1312.74,16.19,672.23,178.42,358.28,625.85,1328.84,1687.12
12/25/20,11,119.1,34.25,237,1646.06,37.46,1023.89,129.16,237,607.69,1680.31,1917.31
12/25/20,12,40.4,60.4,147.25,3493.69,72.82,1892.94,112.29,147.25,1582.9,3554.09,3701.34
12/25/20,13,1.46,67.64,177.65,5070.68,81.07,2331.01,181.1,177.65,2721.32,5138.32,5315.97
12/25/20,14,15.65,64.15,226.14,5556.17,69.26,2575.69,201.57,226.14,2984.3,5620.32,5846.46
12/25/20,15,66.67,56.84,238.03,5438.16,57.87,2483.51,150.05,238.03,2974.93,5495,5733.03
12/25/20,16,158.96,57.62,343.17,4798.95,59.17,2395.87,165.5,343.17,2420.23,4856.57,5199.74
12/25/20,17,451.49,117.34,716.47,4517.78,117.47,2056.7,253.76,716.47,2472.16,4635.12,5351.59
12/25/20,18,935.86,188.99,1459.18,5941.36,190.23,2362.32,487.38,1459.18,3613.74,6130.35,7589.53
12/25/20,19,1198.68,252.64,2221.17,8308.15,271.22,3032.27,1007.11,2221.17,5272.68,8560.79,10781.96
12/25/20,20,1111.37,416.51,2576.26,10261.81,463.13,3271.7,1436.44,2576.26,6971.94,10678.32,13254.58
12/25/20,21,1022.78,602.7,3006.61,11910.03,684.73,3289.51,1940.28,3006.61,8582.05,12512.73,15519.34
12/25/20,22,1280.67,824.63,3653.61,13668.32,920.66,3308.26,2469.26,3653.61,10167.7,14492.95,18146.56
12/25/20,23,1132.95,971.29,3466.78,14349.05,1041.3,3307.75,2499.67,3466.78,10805.45,15320.34,18787.12
12/26/20,0,1061.68,934.15,3496.26,14514.94,996.34,3241.69,2646.46,3496.26,10999.16,15449.09,18945.35
12/26/20,1,965.54,889.45,3388.34,14560.5,960.51,3190.12,2660.34,3388.34,11061.78,15449.95,18838.29
12/26/20,2,715.21,886.49,2877.31,14913.6,978.92,3280.75,2401.91,2877.31,11300.61,15800.09,18677.4
12/26/20,3,492.74,873.67,2400.2,14679.95,987.39,3305.16,2152.3,2400.2,11016.23,15553.62,17953.82
12/26/20,4,336.96,925.75,1984.39,14028.15,1047.14,3270.7,1881.34,1984.39,10402.15,14953.9,16938.29
12/26/20,5,288.55,920.58,1850.75,13053.94,1017.67,3217.05,1747.7,1850.75,9554.31,13974.52,15825.27
12/26/20,6,261.29,916.42,1765.86,13615.92,1027.62,3283.11,1727.96,1765.86,9998.22,14532.34,16298.2
12/26/20,7,186.12,898.1,1834.35,13902.46,1023.19,3327.79,1885.65,1834.35,10212.15,14800.56,16634.91
12/26/20,8,165.89,956.98,1769.83,13767.13,1087.63,3286.82,1854.91,1769.83,10098.7,14724.11,16493.94
12/26/20,9,157.52,890.64,1408.37,12323.66,993.64,2890.84,1516.06,1408.37,9064.62,13214.3,14622.67
12/26/20,10,388.61,802.92,1838.37,10301.06,897.56,1708.89,1661.4,1838.37,8285.9,11103.98,12942.35
12/26/20,11,1020.53,907.37,2826.39,10929.68,1015.4,1655.87,2037.7,2826.39,8933.95,11837.05,14663.44
12/26/20,12,1219.98,994.18,3065.78,11474.84,1121.01,2012.23,2068.94,3065.78,9112.62,12469.02,15534.8
12/26/20,13,1222.57,928.16,2595.51,11923.8,1055.11,2165.35,1550.21,2595.51,9454.22,12851.96,15447.47
12/26/20,14,1232.16,811.72,2569.08,12171.67,929.37,1835.74,1494.6,2569.08,10060.6,12983.39,15552.47
12/26/20,15,1406.97,835.48,2921.82,12372.52,953.19,1586.71,1680.05,2921.82,10502.9,13208,16129.82
12/26/20,16,1865.44,920.79,3510.44,12213.1,1024.6,1594.93,1802.14,3510.44,10357.23,13133.89,16644.33
12/26/20,17,1901.61,995.67,3509.39,11621.84,1104.11,1895.92,1759.39,3509.39,9465.85,12617.51,16126.9
12/26/20,18,2020.13,1091.69,4082.47,13206,1222.66,1980.12,2254.21,4082.47,10903.04,14297.69,18380.16
12/26/20,19,1919.06,1099.53,4445.73,14668.58,1236.44,2236.67,2713.9,4445.73,12107.77,15768.11,20213.84
12/26/20,20,1968.08,1033.85,4713.52,14988.24,1174.76,2228.49,2929.84,4713.52,12434.43,16022.09,20735.61
12/26/20,21,2164.12,893.15,4954.8,15420.86,1035.24,2655.72,2970.35,4954.8,12443.38,16314.01,21268.81
12/26/20,22,2192.2,838.64,5009.78,14870.43,980.53,2619.54,3006.63,5009.78,11919.93,15709.07,20718.85
12/26/20,23,2254.18,840.57,5076.01,14421.58,981.4,2680.94,3017.67,5076.01,11403.97,15262.15,20338.16
12/27/20,0,2316.28,845.47,5218.54,13894.67,984.88,2907.41,3096.36,5218.54,10653.74,14740.14,19958.68
12/27/20,1,2322.92,911.91,5227.34,13474.45,1051.32,3003.82,3100.83,5227.34,10134.81,14386.36,19613.7
12/27/20,2,2220.82,975.83,5032.97,13103.65,1115.03,3000.08,3026.39,5032.97,9750.14,14079.48,19112.45
12/27/20,3,2079.11,943.92,4788.51,13254.53,1079.68,3019.3,2914.8,4788.51,9894.08,14198.45,18986.96
12/27/20,4,2060.87,953.95,4725.02,13325.17,1091.6,3031.42,2875.14,4725.02,9945.11,14279.12,19004.14
12/27/20,5,1852.97,1050.8,4492.73,13315.4,1187.34,3099.34,2852.74,4492.73,9866.54,14366.2,18858.93
12/27/20,6,1584.49,1045.86,3995.92,13902.69,1176.42,3138.61,2671.2,3995.92,10373.75,14948.55,18944.47
12/27/20,7,1298.28,1105.08,3509.27,13723.22,1240.64,3190.2,2471.85,3509.27,10136.6,14828.3,18337.57
12/27/20,8,1163.58,1075.27,2961.51,12067.7,1203.15,2770.94,2055.78,2961.51,8911.03,13142.97,16104.48
12/27/20,9,928.9,961.46,1992.36,7956.05,1063.88,2028.57,1222.06,1992.36,5666.45,8917.51,10909.87
12/27/20,10,2340.69,919.17,3522.03,5586.57,988.41,1992.22,1283.01,3522.03,3423.44,6505.74,10027.77
12/27/20,11,2844.51,806.41,4111.66,5157.8,879.06,1889.75,1326.54,4111.66,3136.02,5964.21,10075.87
12/27/20,12,2640.66,641.17,3576.45,3822.34,706.73,1705.55,973.64,3576.45,2013.38,4463.51,8039.96
12/27/20,13,2453.73,398.25,3088.6,3059.29,420.6,1571.83,650.22,3088.6,1449.75,3457.54,6546.14
12/27/20,14,2655.72,291.43,3093.28,2855.77,320.85,1372.54,450.25,3093.28,1441.12,3147.2,6240.48
12/27/20,15,2753.52,206.28,3151.23,2718.98,240.05,1293.54,406.52,3151.23,1382.87,2925.26,6076.49
12/27/20,16,2757.98,112.61,3259.52,2691.43,126.13,1172.79,511.48,3259.52,1495.18,2804.04,6063.56
12/27/20,17,2825.76,99.39,3748.43,3475.34,99.91,1162.53,939.44,3748.43,2295.51,3574.73,7323.16
12/27/20,18,2654.45,147.48,4358.88,5336.66,147.48,1453.32,1703.04,4358.88,3884.73,5484.14,9843.02
12/27/20,19,2542.87,278.64,4828.14,7229.14,278.64,1754.51,2271.86,4828.14,5488.04,7507.78,12335.92
12/27/20,20,2504.56,355.12,4890.03,8325.93,355.12,1662.46,2459.9,4890.03,6589.04,8681.05,13571.08
12/27/20,21,2494.61,424.11,4900.77,9418.32,424.11,1752.74,2498.05,4900.77,7573.68,9842.43,14743.2
12/27/20,22,2371.49,492.51,4785.05,10117.6,559.6,1852.45,2448.26,4785.05,8163.36,10610.11,15395.16
12/27/20,23,2330.68,582.85,4741.66,10442.42,703.06,2010.78,2470.25,4741.66,8252.16,11025.27,15766.93
12/28/20,0,2351.59,616.51,4751.95,10399.44,722.31,2091.77,2373.37,4751.95,8228.85,11015.95,15767.9
12/28/20,1,2218.64,647.35,4524.56,10233.46,762.43,2075.79,2229.96,4524.56,8118.56,10880.81,15405.37
12/28/20,2,2133.78,688.47,4364.17,9950.86,796.44,2107.1,2175.94,4364.17,7790.25,10639.33,15003.5
12/28/20,3,2112.96,657.65,4399.85,9852.11,730.64,2200.01,2218.09,4399.85,7647.91,10509.76,14909.61
12/28/20,4,2211.25,567.81,4288.54,9122.86,646.07,1943.28,2037.54,4288.54,7141.06,9690.67,13979.21
12/28/20,5,2402.57,584.47,4408.69,8989.43,671.19,1761.59,1988.89,4408.69,7158.34,9573.9,13982.59
12/28/20,6,2312.97,570.69,4291,8911.79,645.8,1591.36,1938.17,4291,7285.17,9482.48,13773.48
12/28/20,7,2009.36,583.61,4002.18,8877.08,687.29,1696.61,1947.09,4002.18,7122.52,9460.69,13462.87
12/28/20,8,1688.32,510.04,3689.36,8314.71,616.16,1382.18,1953.31,3689.36,6874.15,8824.75,12514.11
12/28/20,9,1535.18,381.34,3427.84,7231.7,470.63,1215.61,1832.12,3427.84,5987.33,7613.04,11040.88
12/28/20,10,2467.94,304.9,4515.9,8225.85,372.43,2294.27,1957.42,4515.9,5954.59,8530.75,13046.65
12/28/20,11,2703.38,230.86,4856.92,8793.58,266.01,3057.45,2079.75,4856.92,5774.77,9024.44,13881.36
12/28/20,12,2929.15,179.51,5055.92,8291.1,204.27,3124.59,2064.58,5055.92,5203.93,8470.61,13526.53
12/28/20,13,3095.19,180.51,5179.74,8157.47,194.33,3158.98,2030.56,5179.74,5038.66,8337.98,13517.72
12/28/20,14,3060.9,197,5196.01,8655.13,214.51,3094.27,2086.55,5196.01,5591.9,8852.13,14048.14
12/28/20,15,3079.54,306.54,5263.99,9387.8,338.97,2823.55,2163.96,5263.99,6552.31,9694.34,14958.33
12/28/20,16,3081.55,350.66,5316.37,9454.55,397.37,2581.7,2282.2,5316.37,6778.75,9805.21,15121.58
12/28/20,17,3030.73,428.66,5178.86,8593.85,476.76,2416.51,2252.98,5178.86,6024.38,9022.51,14201.37
12/28/20,18,3092.92,477.09,5232.85,9456.09,519.92,2599.82,2256.01,5232.85,6697.37,9933.18,15166.03
12/28/20,19,2979.54,473.17,5232.87,10250.36,517.17,2634.47,2295.78,5232.87,7529.44,10723.53,15956.4
12/28/20,20,2959.37,508.79,5526.82,10383.38,561.72,2932.27,2589.73,5526.82,7375.89,10892.17,16418.99
12/28/20,21,3018.44,610.42,5626.77,10150.14,681.56,2538.86,2723.1,5626.77,7425.36,10760.56,16387.33
12/28/20,22,2984.19,859.65,5636.1,10463.2,951.13,2183.05,2714.48,5636.1,8126.11,11322.85,16958.95
12/28/20,23,2831.61,821.02,5670.39,11602.91,869.67,1908.91,2962.4,5670.39,9521.73,12423.93,18094.32
12/29/20,0,2620.83,840.87,5523.8,12106.22,947.22,1483.79,3034.59,5523.8,10384.46,12947.09,18470.89
12/29/20,1,2492.96,1052.39,5383.58,12056.55,1186.26,1428.86,3050.5,5383.58,10333.95,13108.94,18492.52
12/29/20,2,2478.48,1010,5321.32,12146.84,1143.92,1601.48,3035.87,5321.32,10218.42,13156.84,18478.16
12/29/20,3,2417.84,1025.59,5274.27,11971.23,1155.71,1232.33,3049.96,5274.27,10415.24,12996.82,18271.09
12/29/20,4,2431.63,975.26,5320.99,11980.05,1102.92,1058.91,3084.12,5320.99,10598.72,12955.31,18276.3
12/29/20,5,2483.13,986.63,5386.57,12072.03,1092.6,1071.79,3098.75,5386.57,10698.97,13058.66,18445.23
12/29/20,6,2509.37,959.45,5397.9,12710.67,1055.42,1423.16,3081.73,5397.9,10998.34,13670.12,19068.02
12/29/20,7,2497.97,1014.56,5368.74,13246.8,1122.54,1624.88,3079.45,5368.74,11305.25,14261.36,19630.1
12/29/20,8,2344.61,1004.46,5149.67,13212.4,1127.05,1196.87,3005.25,5149.67,11692.73,14216.86,19366.53
12/29/20,9,2657.07,1042.56,5525.12,13178.57,1173.49,981.85,3075.29,5525.12,11858.55,14221.13,19746.25
12/29/20,10,2730.15,1064.34,5641.71,13048.25,1190.8,1016.52,3114.59,5641.71,11702.24,14112.59,19754.3
12/29/20,11,2987.76,1037.13,5924.03,12899.3,1165.91,1089.74,3128.99,5924.03,11488.06,13936.43,19860.46
12/29/20,12,3030.69,1018.47,5966.7,13131.01,1148.56,1204.09,3121.87,5966.7,11610.96,14149.48,20116.18
12/29/20,13,3012.07,976.6,5954.62,13190.01,1112.59,1280.91,3120.93,5954.62,11594.74,14166.61,20121.23
12/29/20,14,3037.44,996.27,5983.33,13003.68,1130.77,1262.88,3124.61,5983.33,11427.58,13999.95,19983.28
12/29/20,15,3080.89,1008.42,6030.19,12545.58,1144.61,1100.84,3128.7,6030.19,11129.15,13554,19584.19
12/29/20,16,3076.21,976.77,5986.3,12049.34,1085.74,995.95,3093.44,5986.3,10761.08,13026.11,19012.41
12/29/20,17,3202.15,925.78,6070.13,10154,1023.15,789.56,3057.4,6070.13,9077.67,11079.78,17149.91
12/29/20,18,3203.03,839.52,5989.67,9058.02,944.97,838.96,2975.32,5989.67,7924.92,9897.54,15887.21
12/29/20,19,3137.02,880.43,5878.31,9601.13,986.67,1378.42,2867.13,5878.31,7990.65,10481.56,16359.87
12/29/20,20,3161.42,957.75,5952.22,10074.72,1022.4,1807.15,2936.68,5952.22,8057.04,11032.47,16984.69
12/29/20,21,3135.03,947.45,5960.61,11085.18,1041.48,2549.8,3003.58,5960.61,8263.34,12032.63,17993.24
12/29/20,22,3071.68,933.43,5818.12,10528.28,1065.39,3123.63,2934.57,5818.12,7084.57,11461.71,17279.83
